Cluster_label	Cluster	Pairwise_similarities
1	1	0.366;0.425;0.441;0.0;0.366;0.441;0.441;0.721;0.549;0.549;0.0;0.434;0.383;0.383;0.395;0.656;0.0;0.457;0.425;0.425;0.438;0.0;0.434;0.441;0.441;0.455;0.0;0.0;0.0;0.0;0.383;0.383;0.395;0.441;0.555;0.791
