Cluster	Pairwise_similarities
1	0.333333333333333;0.3;0.4;0.434782608695652;0.333333333333333;0.266666666666667;0.347826086956522;0.25;0.4375;0.3;0.521739130434783;0.375;0.303030303030303;0.217391304347826;0.458333333333333;0.3;0.347826086956522;0.458333333333333;0.3125;0.304347826086957;0.541666666666667;0.3;0.3;0.3;0.4;0.3;0.391304347826087;0.521739130434783;0.391304347826087;0.304347826086957;0.333333333333333;0.304347826086957;0.333333333333333;0.260869565217391;0.291666666666667;0.217391304347826
