Disease	DiseaseName	D000006	D000334	D000370	D000377	D000419	D000550	D000647	D000648	D000787	D000788	D000789	D000849	D000855	D000857	D000860	D001037	D001039	D001041	D001044	D001049	D001072	D001184	D001247	D001259	D001264	D001308	D001405	D001416	D001724	D001750	D001766	D001835	D001836	D002032	D002100	D002303	D002375	D002389	D002524	D002558	D002559	D002637	D002639	D002819	D003085	D003117	D003128	D003147	D003221	D003244	D003248	D003303	D003371	D003490	D003638	D003639	D003655	D003693	D003967	D003968	D004172	D004244	D004401	D004408	D004410	D004411	D004412	D004415	D004417	D004418	D004421	D004433	D004438	D004487	D004489	D004614	D004688	D004884	D005130	D005132	D005157	D005158	D005207	D005221	D005222	D005262	D005311	D005316	D005320	D005334	D005335	D005414	D005483	D005683	D005926	D006209	D006212	D006261	D006311	D006312	D006313	D006314	D006315	D006316	D006317	D006319	D006337	D006356	D006396	D006423	D006429	D006456	D006469	D006472	D006606	D006628	D006685	D006732	D006930	D006935	D006939	D006941	D006942	D006948	D006963	D006985	D006987	D007035	D007040	D007088	D007383	D007565	D007805	D007806	D007859	D008569	D008580	D008607	D009041	D009058	D009120	D009122	D009123	D009127	D009128	D009133	D009155	D009207	D009222	D009325	D009437	D009461	D009765	D009767	D009846	D009886	D009912	D010146	D010148	D010149	D010167	D010243	D010264	D010291	D010292	D010468	D010591	D011141	D011304	D011507	D011537	D011595	D011596	D011602	D011681	D011693	D011694	D011695	D011696	D011697	D011782	D012021	D012133	D012135	D012585	D012607	D012640	D012678	D012877	D012892	D012893	D012912	D012913	D013035	D013064	D013342	D013494	D013575	D013651	D013746	D013851	D014008	D014012	D014098	D014103	D014202	D014313	D014474	D014549	D014550	D014717	D014770	D014786	D014826	D014832	D014839	D014840	D014884	D015160	D015354	D015430	D015431	D015746	D015845	D015875	D015877	D016534	D016553	D016857	D017109	D017116	D017246	D017699	D018437	D018458	D018476	D018489	D018496	D018589	D018614	D018771	D018908	D019080	D019462	D019547	D019569	D019575	D019584	D019588	D019591	D019954	D020069	D020233	D020234	D020235	D020236	D020237	D020240	D020250	D020323	D020324	D020335	D020336	D020385	D020567	D020757	D020795	D020820	D020828	D020886	D021501	D023341	D034381	D037061	D041781	D045262	D046088	D046089	D046608	D048949	D050177	D051346	D051474	D052245	D053120	D053158	D053159	D053201	D053202	D053448	D053565	D053584	D053591	D053608	D053609	D054058	D054068	D054160	D054971	D055154	D055665	D055948	D056844	D058447	D058568
D002310	Cardiomyopathy, Alcoholic	0	0	0	0	0	0	0	0	1.4526833726908572	0	0	0	0	0	1.00198857170747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7439027771581204	0	0	0	2.1427956495556484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7434095875238662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.020886726158468	0	0	0	0	1.191756188205764	0	0	0	0	0	0	0	0	0	1.1380131555214292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3634171314371484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4547117709522501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8325536516356681	0	0	0	0	0.6587734172614802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4071309430046999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D002311	Cardiomyopathy, Dilated	1.4376001304795285	0	0	0	0	0	0	0	46.485867926107424	3.2659490471398755	2.2425601797093533	0	0	0	7.0139200019522905	0	0	0	0	3.7531078166834737	0	0	0	3.658979138330821	0	0	0	1.1469285191793817	0	0	4.392553420039799	18.52134374581731	0	0	3.9894480316095446	149.99569546889538	0	0	1.7087856229578182	0	0	15.393851624990894	25.464762475684033	5.978950113980964	0	2.566609896332009	1.312084812843242	0	0	0	1.5939154935265591	0	0	0	6.142635815311307	0	0	4.16791029906543	0.9231881310823103	0	0	0	0	0	0	0	0	0	35.1827588538866	3.7522335619897484	0	0	0	4.7670247528230565	14.07615869928815	0	0	0	0	0	0	1.357096911630458	0	5.690065777607146	0	0	5.468450611472537	0	0	1.2378752645665936	0	0	5.2280242704531865	0	0	0	0	0.8845642547118906	0.7350165749565932	0	0	0	0	0	0	12.148558604642947	16.543919920060038	0	0	0	0	0	1.6970743635369168	0	0	0	0	0	0	4.2219676438412685	0	0	3.358250327413871	0	0	6.315390440007521	0	0	0	0	0	0	0	0	0	0	0	3.621786736290857	0	0	0	0	6.626044538823102	0	0	5.843287078375312	2.922403394642936	1.775070869430331	0	0	0	0	16.651073032713366	10.517639714247359	0	6.649236345915412	0	0	0	1.6778553222664596	0	0	0	1.2877357838329555	0	0	0	0	0	0	0	4.485120359418707	0	0	0	2.1264372118582675	0	0	0	0	0	1.4071309430046999	0	3.2785386565425387	0	0	0.8451669255214139	0.3433219042716397	0	0	0	0	0	1.3672774715625755	0	0	0	35.781394260714045	0	2.3812066730006465	2.6705996098560565	0	0	0	0	0	0	0	0	0	0	0	0.6634894318679091	0	0	2.5305379962761627	0	0	0	0	4.4600692220281575	4.000214845524699	1.6969673562948158	0	0	0	3.836493905607489	0	0	0	0	0	0	0	0	2.879293270989208	0	2.9491907106065858	0	0	0	4.964955408514309	0	12.730269752803302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5110715051728607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.763834473668228	0	0	0	0	0	0	0	0	0	0	0	2.597960426216085	0	0	0	0	0	0	0	0	0
D002312	Cardiomyopathy, Hypertrophic	0	0	0	0	0	0	0	0	139.4576037783223	13.0637961885595	4.485120359418707	0	0	0	5.009942858537349	1.810661814533033	0	0	0	0	0	0	0	0	0	0	0	0	2.8142618860093997	0	0	5.487805554316241	0	0	1.9947240158047723	17.142365196445187	0	0	0	0	0	29.688142419625297	3.637823210812004	0	0	0	0	0	1.5089482112769952	0	1.5939154935265591	0	2.6294583021926647	3.4868191750477324	12.285271630622614	0	0	0	1.8463762621646207	0	0	5.369885689645916	0	0	0	0	0	0	49.25586239544125	7.504467123979497	0	0	0	2.383512376411528	0	0	0	0	0	0	0	1.357096911630458	0	3.4140394665642875	0	0	2.7342253057362687	5.176903276494116	16.683590590140412	0.6189376322832968	0	0	2.6140121352265933	0	0	0	0	2.653692764135672	0	2.2117885210426	0	0	0	0	0	4.859423441857179	160.7123649377261	0	2.0858617278032967	0	1.2946323628920158	0	0	0	0	0	2.2161269226411977	0	0	0	0	0	1.6791251637069355	0	0	2.1051301466691736	0	0	0	0	0	0	0	0	0	0	0	16.298040313308856	0	0	0	0	8.282555673528876	0	0	4.382465308781485	0	1.775070869430331	0	1.1387530741641398	0	0.13988282635066876	4.995321909814009	1.75293995237456	0	2.659694538366165	0	0.6587734172614802	1.992983371326988	0	0	0	0	0	0	0	0	0	0	2.497955547067104	0	0	2.6632819832742194	0	0	0	0	0	0	0	0	0	0	3.2785386565425387	0	0	0.8451669255214139	0	0	0	0	0	0	0	0	0	0	168.47073131086202	0	0	0	0	0	0	0	0	0	0.9279728292056466	0	0	1.5962519431875786	0	0.6634894318679091	0	0	0.8435126654253875	0	0	2.341000252522606	0	0	1.0000537113811745	0.8484836781474079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.985982163405724	0	25.460539505606604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5110715051728607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.7938812786482545	0	4.913366207639191	0	0	0	0	0	0	0
D024741	Cardiomyopathy, Hypertrophic, Familial	0	0	0	0	0	0	0	0	1.4526833726908572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3719513885790602	0	0	0	2.1427956495556484	0	0	0	0	0	2.1991216607129846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.015665044618851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3634171314371484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6565111347057753	0	0	0	0	0	0	0	0	0	0.8325536516356681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4726742825892565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000537113811745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1825674382008247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D002313	Cardiomyopathy, Restrictive	0	0	0	0	0	0	0	0	1.4526833726908572	0	0	0	1.8252606139541865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.856773897333891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3147291510963324	0	0	0	0	0	0.9231881310823103	0	0	0	0	0	0	0	0	0	7.03655177077732	0	0	0	0	3.5752685646172924	0	0	0	0	0	0	0	0	0	2.2760263110428585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3634171314371484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9094235419045003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4976609549070043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.497955547067104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4908914275297522	0	0	0	0	0	0	2.154990922649467	0	0	0	0	0	0	0	0	0	0	0	0	0	2.341000252522606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D018376	Cardiovascular Abnormalities	0	0	0	0	0	0	0	0	2.9053667453817145	0	2.2425601797093533	0	0	0	2.0039771434149403	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4071309430046999	0	0	0.34298784714476505	0	0	0	0	0	0	0	0	0	1.0995608303564923	0	0	0	0	0	0	0	0	0	0	2.6294583021926647	6.973638350095465	1.2285271630622612	0	0	0	0	0	0	0	0	0	0	0	0	0	5.026108407698086	0	0	0	0	0.5958780941028821	0	0	0	0	0	0	0	0	0	1.1380131555214292	0	0	0	0	0	0.6189376322832968	0	0	0	0	0	0	0	0	0.7350165749565932	0	0	0	0	0	0	0	33.087839840120076	0	2.0858617278032967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4547117709522501	0	0	1.7353123772912469	0	0	3.621786736290857	0	0	0	0	1.6565111347057753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3293867086307401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2785386565425387	0	0	0	0	0	0	0	0	0	0	1.1529165610240042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9877795434519607	0	0	0	0	4.682000505045212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.597960426216085	0	0	0	0	0	0	0	0	0
D020215	Carotid Artery, Internal, Dissection	0	0	3.5851794773265833	0	0	0	0	0	0	0	0	3.420099726967134	0	0	0	7.242647258132133	6.221822898588778	3.4953231482047213	0	0	0	0	0	0	0	0	0	0	0	0	3.294415065029849	0.34298784714476505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.312084812843242	0	3.0178964225539904	1.754258552448745	0	0	0	0	0	0	0	0	0	0	3.288330597766952	10.739771379291833	12.15951070724254	6.944312177846374	0	0	0	0	0	0	0	0	0	1.191756188205764	0	0	0	0	0	0	1.9723285922962424	9.499678381413203	0	0	0	0	0	0	3.3367181180280827	0.6189376322832968	0	0	5.2280242704531865	0	0	0	0	48.651034009153975	0	0	0	2.2674202170287483	0	0	0	0	0	0	0	12.492313196319776	22.008750169164273	0	0	0	2.953725865771977	0	6.648380767923593	121.52944969209575	0	0	0	0	0	0	0	0	3.443922088232765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4162592224924198	0	0	0	0	0	1.3298472691830825	0	2.3057069604151805	0	0	0	3.8757710198627873	0	16.740565189828427	2.7160362922995573	0	0	0	0	0	0	0	0	0	1.7461232933954625	0	0	0	0	0	0	1.4071309430046999	0	1.6392693282712694	0	0	2.5355007765642417	0	0	0	0	6.713841650691204	0	1.3672774715625755	2.3058331220480084	0	0	4.4726742825892565	2.376091572333876	0	0	0	9.87016811273663	2.7305823144577674	0	1.7393527868282521	0	0.9279728292056466	0	0	11.173763602313052	0	1.9904682956037272	7.951118173807845	1.66524481467453	0.8435126654253875	0	0	0	4.512087060093282	0	0	0	0	0	10.47724764479225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.894866225542932	0	3.1825674382008247	43.0934241447316	0	0	0	0	0	0	0	1.744765519935002	2.8021759676447764	0	0	4.658473958010402	0	0	0	0	0	0	0	0	10.533214515518582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4495136121734267	0	0	0	0	0
D002639	Cheyne-Stokes Respiration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.03579429073446	0	0	0	0	26.271754716784315	0	0	0	0	0	0	0	0	1.4071309430046999	0	0	0.34298784714476505	0	0	0	2.1427956495556484	0	0	0	0	0	0	1080.4334936111652	0	0	0	0	0	0	0	0	0	0	0	0	0	5.889352060504117	0	0	0	0	0	0	0	0	0	0	0	2.010443363079234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1380131555214292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.554919109603171	0	0	0	0	0	18.946171320022565	0	0	5.0427066094877775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.922403394642936	0	0	0	0	0	0.8325536516356681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7461232933954625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.901984738170434	0	0	1.3672774715625755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3501411383602235	0	0	0	6.741239339407529	0	0	0	0	0	0	0	0	2.9491907106065858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D002805	Chondrocalcinosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2938570383587638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5089482112769952	0	0	0	0	0	1.2285271630622612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97939047051441	0	0	0	0	0	0	1.9723285922962424	1.357096911630458	0	0	0	0	0	0	0	8.046189219682859	2.9463098333420885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2946323628920158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.443922088232765	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2425601797093533	0	0	0	0	0	0	0	0	0	0	0	0.8325536516356681	0	0	0	0	4.282027212199622	0	0	0	0	1.2774792836657665	0	2.7160362922995573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.338818596147477	0	0.8451669255214139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.19592085243217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.386500001631067	1.985982163405724	0	0	35.25825611841676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D046789	Chondromalacia Patellae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3293867086307401	0	1.6778553222664596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4773000003262131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D003047	Coccidioidomycosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00198857170747	0	0	0	0	0	0	0	0	0	0	0	0	1.1469285191793817	0	0	0	1.028963541434295	0	0	0	0	0	0	0	0	0	4.398243321425969	0	0	0	0	0	0	1.5089482112769952	0	0	0	11.83256235986699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7876342823086462	0	0	0	0	0	1.5078769738954958	0	0	0	3.4140394665642875	0	0	0	0	0	3.7136257936997814	0	0	0	0	0	0	0	0.8845642547118906	0	0	0	0	0	0	0	0	0	0	2.0858617278032967	0	0	0	10.182446181221499	0	0	0	2.2161269226411977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4547117709522501	0	0	0	1.4679976076638996	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4162592224924198	0	0.06994141317533438	0.8325536516356681	0	0	1.3298472691830825	0	0.9881601258922204	0	0	0	0.4844713774828484	1.2774792836657665	0	1.358018146149779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3691396694936402	0	0	3.2785386565425387	0	0	0.8451669255214139	0	0.6123572181015575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6634894318679091	3.9755590869039215	0	0.8435126654253875	0	0	0	0	0	1.0000537113811745	0	0	0	0	0	0	0	0	1.5904210228767852	0	0	0	0	0	0	0	0	0	0	0.992991081702862	0	0	0	0	0	0	0	0	0	2.4204273861539285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D003139	Common Cold	5.750400521918113	0	0	0	0	0	0	0	1.4526833726908572	0	0	0	3.650521227908373	52.629294980478456	44.08749715512869	0	0	0	0	22.51864690010084	0	0	4.1264385021070735	3.658979138330821	0	0	0	3.440785557538145	14.071309430047002	0	0	11.318598955777244	0	0	0	0	0	0	3.4175712459156364	3.1882981129098096	8.032417467431458	1.0995608303564923	0	1.992983371326988	0	0	7.8725088770594525	0	1.5089482112769952	0	1.5939154935265591	0	404.93657853767036	8.717047937619329	12.285271630622614	0	0	2.083955149532715	91.39562497714874	50.187397084453	1.6441652988834758	9.397299956880351	0	0	0	0	0	8.328208797546516	42.21931062466392	0	0	22.54339459690332	0	4.7670247528230565	0	0	0	0	0	1.5078769738954958	3.9446571845924847	2.714193823260916	0	7.9660920886500035	0	0	0	0	0	100.26789642989408	16.204704083381483	0	0	0	0	0	5.169864552973335	17.691285094237813	6.615149174609339	0	0	4.534840434057497	0	0	3.1940618176265603	6.0742793023214725	0	0	2.0858617278032967	0	1.2946323628920158	2.8835216070987286	13.576594908295336	0	0	0	8.864507690564789	2.2096263580381046	0	8.443935287682537	0	0	8.395625818534679	0	0	0	0	9.727181076985763	7.564059914231665	0	2.2183032020637934	2.9094235419045003	2.4865671886584733	0	1.7353123772912469	0	6.148707707121184	6.338126788509	0	9.688078799122753	2.2425601797093533	0	1.6565111347057753	2.4019328035177634	1.7272802055939829	1.460821769593828	0	3.550141738860662	0	13.665036889969675	3.0766282121627184	0.559531305402675	9.158090167992347	0	0	0	1.865776282847908	8.234667715768502	0	1.6778553222664596	3.535169056751921	0.9689427549656968	0	0	1.358018146149779	0	0	2.360901406839901	0	6.2448888676677585	5.863768433927215	4.485120359418707	1.3316409916371097	14.82505634153478	0	5.3160930296456685	0	7.992857682978162	2.8298110411036603	0	2.7382793389872804	4.2213928290141	9.957681030563515	298.34701774537103	4.338818596147477	0	10.987170031778383	0	1.8370716543046728	10.303649155977293	14.929989098693168	80.56609980829445	5.520209507448177	2.734554943125151	3.4587496830720124	0	0	0	0	0	2.6705996098560565	0	7.896134490189303	2.7305823144577674	8.619963690597867	3.4787055736565042	0	0.9279728292056466	3.2350586832697266	0	6.385007772750313	0	1.3269788637358182	3.9755590869039215	9.99146888804718	15.183227977656975	0	3.683914318012272	2.341000252522606	0	8.920138444056313	5.000268556905873	5.090902068884447	0	0	0	0	1.9338944549569816	0	0	1.5904210228767852	0	0	0	3.095079984077709	0	0	0	0	0	0	2.9789732451085866	0	3.1825674382008247	3.9175840131574176	0	0	0	0	0	0	0	1.744765519935002	2.8021759676447764	0	0	0	0	0	3.722380598840068	0	0	0	0	0	0	0	0.7479520787085234	0	0	0	10.75553843197975	2.4106516338684885	0	0	0	0	0	0	0	0.8238720995508412	0	0	0	3.3300735753094144	0	0	0	0	0	0	0	0	0	3.4953231482047213	2.597960426216085	0	0	0	3.4495136121734267	4.683791765994691	0	0	4.377061498572217	0
D003323	Coronary Aneurysm	0	0	0	0	0	0	0	0	84.25563561606971	3.2659490471398755	56.06400449273383	0	0	0	0	0	0	0	0	0	0	0	2.0632192510535368	0	0	0	0	1.1469285191793817	0	0	0	0.34298784714476505	0	0	0	2.1427956495556484	0	0	0	0	0	48.38067653568567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.046995133856553	0	0	0	2.2999812330780607	0.5958780941028821	0	0	0	0	0	0	0	1.357096911630458	0	0	0	0	0	0	0	5.57043869054967	1.4731549166710445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.907337051497187	0	0	0	2.5892647257840316	2.8835216070987286	0	0	0	0	0	0	0	0	0	0	3.358250327413871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.995321909814009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0632186059291338	0	0	0	0	0	0	0	0	0	0	0.8451669255214139	0	0	5.151824577988647	0	3.356920825345602	0	0	0	0	0	4.4726742825892565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8435126654253875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.34085236026647	0	0	0	0	0	0	0	0	0
