Disease	DiseaseName	D000006	D000334	D000370	D000377	D000419	D000550	D000647	D000648	D000787	D000788	D000789	D000849	D000855	D000857	D000860	D001037	D001039	D001041	D001044	D001049	D001072	D001184	D001247	D001259	D001264	D001308	D001405	D001416	D001724	D001750	D001766	D001835	D001836	D002032	D002100	D002303	D002375	D002389	D002524	D002558	D002559	D002637	D002639	D002819	D003085	D003117	D003128	D003147	D003221	D003244	D003248	D003303	D003371	D003490	D003638	D003639	D003655	D003693	D003967	D003968	D004172	D004244	D004401	D004408	D004410	D004411	D004412	D004415	D004417	D004418	D004421	D004433	D004438	D004487	D004489	D004614	D004688	D004884	D005130	D005132	D005157	D005158	D005207	D005221	D005222	D005262	D005311	D005316	D005320	D005334	D005335	D005414	D005483	D005683	D005926	D006209	D006212	D006261	D006311	D006312	D006313	D006314	D006315	D006316	D006317	D006319	D006337	D006356	D006396	D006423	D006429	D006456	D006469	D006472	D006606	D006628	D006685	D006732	D006930	D006935	D006939	D006941	D006942	D006948	D006963	D006985	D006987	D007035	D007040	D007088	D007383	D007565	D007805	D007806	D007859	D008569	D008580	D008607	D009041	D009058	D009120	D009122	D009123	D009127	D009128	D009133	D009155	D009207	D009222	D009325	D009437	D009461	D009765	D009767	D009846	D009886	D009912	D010146	D010148	D010149	D010167	D010243	D010264	D010291	D010292	D010468	D010591	D011141	D011304	D011507	D011537	D011595	D011596	D011602	D011681	D011693	D011694	D011695	D011696	D011697	D011782	D012021	D012133	D012135	D012585	D012607	D012640	D012678	D012877	D012892	D012893	D012912	D012913	D013035	D013064	D013342	D013494	D013575	D013651	D013746	D013851	D014008	D014012	D014098	D014103	D014202	D014313	D014474	D014549	D014550	D014717	D014770	D014786	D014826	D014832	D014839	D014840	D014884	D015160	D015354	D015430	D015431	D015746	D015845	D015875	D015877	D016534	D016553	D016857	D017109	D017116	D017246	D017699	D018437	D018458	D018476	D018489	D018496	D018589	D018614	D018771	D018908	D019080	D019462	D019547	D019569	D019575	D019584	D019588	D019591	D019954	D020069	D020233	D020234	D020235	D020236	D020237	D020240	D020250	D020323	D020324	D020335	D020336	D020385	D020567	D020757	D020795	D020820	D020828	D020886	D021501	D023341	D034381	D037061	D041781	D045262	D046088	D046089	D046608	D048949	D050177	D051346	D051474	D052245	D053120	D053158	D053159	D053201	D053202	D053448	D053565	D053584	D053591	D053608	D053609	D054058	D054068	D054160	D054971	D055154	D055665	D055948	D056844	D058447	D058568
D015508	Nasal Obstruction	0	4.070687293108283	3.5851794773265833	0	0	0	0	0	0	0	0	0	0	18.30584173234033	5.009942858537349	0	0	0	0	3.7531078166834737	0	1.887448957746804	0	0	0	0	0	0	0	0	0	1.3719513885790602	0	0	1.9947240158047723	0	0	0	0	0	8.032417467431458	0	0	0	0	0	0	0	0	0	0	0	5.2589166043853295	3.4868191750477324	0	0	0	0	0	0	0	1.3424714224114789	0	0	0	0	0	0	5.026108407698086	0	0	2.8179243246129158	0	2.97939047051441	0	0	0	0	0	0	7.8893143691849685	4.071290734891374	0	6.828078933128575	0	0	0	0	0	1.2378752645665936	0	0	0	3.73223289528308	0	0	0	9.730206801830796	0.7350165749565932	0	0	6.802260651086245	0	0	0	2.429711720928589	0	0	2.0858617278032967	0	0	0	0	0	0	0	2.2161269226411977	2.2096263580381046	0	0	0	0	0	0	0	2.1051301466691736	0	0	0	0	0	0	0	0	0	0	0	0	0	184.07349718333228	0	0	1.6565111347057753	0	0	0	0	0	0	0	0	0	0.8325536516356681	1.75293995237456	0	0	0	1.9763202517844407	0	1.6778553222664596	0	0	0	0	0	0	0	0	0	0	2.9318842169636072	0	0	0	0	0	0	0	0	0	0	0	0	6.5570773130850775	0	0	0	0	0	5.151824577988647	19.408985828301123	63.78149568156644	118.68450441013584	0	5.764582805120021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6634894318679091	0	16.6524481467453	0.8435126654253875	0	0	0	0	0	0	0	0	0	0	0	0	6.741239339407529	0	0	0	0	0	0	0	0	0	0	0	1.4773000003262131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8035505446228293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D009298	Nasal Polyps	0	0	3.5851794773265833	2.5362124191476383	0	0	0	0	0	0	0	0	0	82.3762877955315	1.00198857170747	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4071309430046999	0	2.1962767100198994	0	0	0	1.9947240158047723	0	0	0	0	0	8.032417467431458	0	0	0	0	0	0	0	0	0	0	0	1.3147291510963324	0	2.4570543261245223	0	0	0	0	0	1.6441652988834758	1.3424714224114789	0	0	0	0	0	0	4.020886726158468	0	0	2.8179243246129158	0	8.34229331744035	0	0	0	0	0	0	7.8893143691849685	1.357096911630458	0	0	0	0	0	0	0	0.6189376322832968	0	0	0	0	0	0	0	5.307385528271342	0.7350165749565932	0	0	0	0	0	0	1.2148558604642947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5213533047438883	0	0	0	0	0	0	0	0	0.9054466840727144	0	3.229359599707584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3298472691830825	1.865776282847908	0.3293867086307401	0	0	0	0	0	0	1.358018146149779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2785386565425387	0	0	0	0	0	0	4.478996729607951	23.49844577741921	11.040419014896354	0	1.1529165610240042	0	0	2.9817828550595045	9.504366289335504	2.3812066730006465	0	0	1.9740336225473258	0	0	0	0	0	0	0	1.5962519431875786	0	0.6634894318679091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6071010892456583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D009303	Nasopharyngeal Neoplasms	0	0	0	5.0724248382952775	0	0	2.1714861420185776	0	0	0	0	0	0	6.864690649627625	7.0139200019522905	0	0	0	0	3.7531078166834737	0	0	0	0	0	0	0	0	0	0	14.275798615129347	2.400914930013355	0	0	5.984172047414317	0	0	0	0	9.56489433872943	5.354944978287638	0	0	0	0	0	0	0	1.5089482112769952	0	0	0	3.944187453288997	0	12.285271630622614	5.170604058688324	0	0	0.9231881310823103	0	18.085818287718233	5.369885689645916	0	3.472156088923187	0	0	0	0	4.020886726158468	0	0	8.453772973838745	0	3.5752685646172924	0	0	0	0	0	15.07876973895496	9.861642961481213	6.785484558152289	0	2.2760263110428585	0	0	0	0	0	3.0946881614164843	2.9463098333420885	0	0	0	0	0	1.7232881843244452	7.9610782924070165	11.760265199305492	0	0	20.406781953258733	4.253008849902238	6.211212794129393	0	35.23081995346455	0	0	2.0858617278032967	0	1.2946323628920158	0	1.6970743635369168	10.303649155977293	0	0	13.296761535847185	13.257758148228627	0	2.1109838219206343	0	2.694864231855688	0	0	0	0	1.7219610441163826	1.9454362153971527	0	0	0	0	0	1.077736662516169	0	11.743980861311195	0	0	0	3.229359599707584	0	0	0	0	1.7272802055939829	1.460821769593828	0	0	0	4.5550122966565585	4.6149423182440765	1.11906261080535	0	0	0	17.288014499380072	0	6.2583474639840615	0	0	0	14.53414132448545	1.2774792836657665	2.575471567665911	0	0	0	0	0	1.248977773533552	0	0	0	0	0	0	0	0	0	0	0	2.8142618860093997	0	6.5570773130850775	2.1694092980737385	0	2.5355007765642417	0.3433219042716397	0	0	0	0	8.280314261172267	0	3.4587496830720124	0	0	11.927131420238018	7.128274717001628	0	0	0	9.87016811273663	0	6.464972767948401	0	51.959208524321696	0	1.6175293416348633	0	6.385007772750313	0	9.952341478018637	9.938897717259806	6.66097925869812	4.217563327126937	0	0	0	2.2560435300466404	0	7.000375979668221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9491907106065858	0	0	1.4773000003262131	1.985982163405724	0	6.365134876401648	3.9175840131574176	0	0	0	0	0	0	0	1.744765519935002	0	0	0	0	0	0	0	0	0	0	8.197716340149961	0	0	0	0	0	0	0	3.5851794773265833	12.053258169342437	0	0	0	3.5851794773265833	0	0	0	0	0	0	0	3.3300735753094144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4495136121734267	0	0	0	0	0
D009304	Nasopharyngitis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.506215633366947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1882981129098096	0	0	0	1.992983371326988	0	0	1.312084812843242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2378752645665936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3293867086307401	0	0	0	0.9689427549656968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.154990922649467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6071010892456583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D009362	Neoplasm Metastasis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.019885717074699	0	0	0	0	0	0	0	0	0	0	0	0	2.2938570383587638	0	2.0782571284180773	3.294415065029849	3.772866318592415	0	0	0	0	0	0	0	0	0	0	0	0	4.269494632745641	0	1.312084812843242	0	1.5089482112769952	0	0	0	1.3147291510963324	0	1.2285271630622612	0	0	0	3.6927525243292414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7876342823086462	0	0	0	0	0	3.0157539477909916	0	2.714193823260916	0	3.4140394665642875	0	3.7623859334537673	0	0	0	3.7136257936997814	0	0	0	0	0	0	0	6.191949782983234	0	0	0	0	0	0	0	0	0	0	0	4.164104398773258	1.2946323628920158	0	3.394148727073833	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7219610441163826	0	0	0	0	4.3641353128567495	0	0	0	0	3.074353853560592	0	0	0	0	0	0	0	0	0	0	0	0	7.971271519148978	0	0.2797656527013375	0.8325536516356681	0	0	0	0	15.151788597014045	17.93685034194289	1.6778553222664596	0	2.9068282648970896	5.109917134663066	2.575471567665911	4.074054438449337	0	0	0	0	0	0	0	2.6632819832742194	0	0	0	0	0	0	0	0	0	0	0	2.1694092980737385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9740336225473258	0	0	0	0	0	0	0	0	0	1.3269788637358182	1.9877795434519607	0	6.7481013234031	0	0	0	0	0	2.0001074227623494	0	0	0	0	0	0	0	0	4.771263068630356	0	0	0	0	0	0	0	0	0	0	1.985982163405724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.471772145243321	0	0	0	0	0	0	0	0	0	0	0.8035505446228293	0	0	0	0	0	0	0	0.8238720995508412	0	0	0	0	0	0	0	0	0	3.702962512982966	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D009382	Neoplasms, Unknown Primary	2.8752002609590566	0	0	0	0	0	0	0	1.4526833726908572	0	0	0	0	0	1.00198857170747	0	0	0	0	0	0	0	0	2.4393194255538804	0	0	0	6.88157111507629	0	0	2.1962767100198994	0	0	0	1.9947240158047723	0	0	0	0	0	0	2.1991216607129846	0	0	0	0	0	0	3.0178964225539904	0	0	0	0	0	0	2.5853020293441618	0	0	1.8463762621646207	0	0	1.3424714224114789	0	0	0	0	0	0	3.015665044618851	0	0	0	0	1.191756188205764	0	0	0	0	0	0	0	8.142581469782748	0	1.1380131555214292	0	0	0	0	0	0.6189376322832968	2.9463098333420885	0	0	0	0	0	0	1.7691285094237812	0	0	0	0	0	0	0	1.2148558604642947	0	0	0	2.082052199386629	3.8838970886760484	0	1.6970743635369168	0	0	0	0	0	0	0	0	0	1.6791251637069355	0	0	0	1.7219610441163826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7272802055939829	0	0	3.550141738860662	0	3.4162592224924198	0	0	0	0	0	1.3298472691830825	0	2.3057069604151805	0	0	0	0	0	0	0	0	0	0	0	0	1.4659421084818036	0	0	0	0	0	0	0	0	10.920193040448488	0	1.4071309430046999	0	0	0	0	0.8451669255214139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.597960426216085	0	3.2350586832697266	0	0	0	0.6634894318679091	1.9877795434519607	1.66524481467453	2.5305379962761627	0	0	0	2.2560435300466404	0	2.0001074227623494	0.8484836781474079	0	0	0	0	0	0	0	6.361684091507142	0	0	0	0	0	0	0	0	0	0	0.992991081702862	0	0	0	0	0	0	0	0	0	0	1.744765519935002	2.8021759676447764	0	0	0	0	0	0	0	2.2358860726216605	0	0	0	0	0	0	0	0	0	0	0	0	2.4980286321774794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.597960426216085	0	0	0	0	0	0	0	0	6.150128834788118
D009400	Nephrosclerosis	0	0	0	0	24.781039982739983	0	0	0	0	0	0	0	0	0	3.0059657151224104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7439027771581204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.005221681539617	0	0	0	0	0.5958780941028821	0	0	0	0	0	1.5078769738954958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6970743635369168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4547117709522501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.995321909814009	0	2.6140121352265933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.96319984720787	0	0	0	0	0	0	0	1.9982144207445407	0	4.368077216179395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D009617	Nocardia Infections	1.4376001304795285	0	0	0	0	0	0	0	1.4526833726908572	0	0	0	1.8252606139541865	0	0	1.810661814533033	0	0	0	0	2.3837740685058924	0	0	0	0	0	0	0	0	0	1.0981383550099495	0	0	0	0	0	0	0	0	0	0	1.0995608303564923	0	0	0	0	0	0	6.035792845107981	0.8771292762243725	0	0	5.2589166043853295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.03655177077732	0	0	0	0	1.191756188205764	0	0	0	0	0	0	0	2.714193823260916	0	1.1380131555214292	0	0	0	0	0	9.284064484249454	4.419464750013133	0	0	0	0	0	0	7.076514037695126	0	0	0	0	0	0	0	0	0	0	0	0	5.178529451568063	0	8.485371817684584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9054466840727144	0	0	0	0	0	0	0	0	0	1.775070869430331	0	0	0	0.06994141317533438	1.6651073032713362	1.75293995237456	0	1.3298472691830825	0	0	0	0	0	0.9689427549656968	0	3.8632073514988665	0	0	0	0	0	0	2.9318842169636072	0	0	0	0	0	0	1.9982144207445407	7.074527602759152	0	1.3691396694936402	0	0	0	0	0	4.225834627607069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.472156088923187	0	0	0	0	0	0	1.6175293416348633	0	0	0	0.6634894318679091	1.9877795434519607	0	0	0	0	0	0	0	1.0000537113811745	2.545451034442224	0	0	0	0	13.537261184698876	0	0	1.5904210228767852	0	0	0	0	0	0	0	0	0	0	3.971964326811448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D009765	Obesity	1.4376001304795285	0	7.1703589546531665	0	227.1595331751165	2.5635282297946014	2.1714861420185776	0	55.20196816225258	0	11.212800898546767	0	89.43777008375513	2.2882302165425417	122.24260574831136	0	0	0	0	35.654524258493	0	0	4.1264385021070735	2.4393194255538804	0	0	0	14.910070749331961	457.3175564765276	4.1565142568361555	10.9813835500995	2709.9469802907884	0.8446152013694876	638.4509908721498	55.85227244253362	12.856773897333891	0	2.701906514481101	0	0	5.354944978287638	3.298682491069478	7.275646421624009	1.992983371326988	2.1347473163728203	0	1.312084812843242	0	0	0	36.660056351110846	0	1.3147291510963324	8.717047937619329	15.970853119809394	0	0	4.16791029906543	72.00867422442022	0	1.6441652988834758	9.397299956880351	2.0265851178737564	0	0	0	2.7601047537240886	14.574365395706403	50.26108407698086	0	1.5361090335230454	0	6.899943699234183	34.56092945796716	3.5190396748220376	25.656970097525324	0	0	0	0	1.9723285922962424	0	0	50.07257884294289	0	0	0	2.588451638247058	196.8663689636569	10.521939748816044	0	25.102938074263342	0	0	0	3.2414079382237584	3.4465763686488904	22.99867062250916	3.6750828747829662	0	0	0	0	0	0	21.867405488357306	2.3634171314371484	22.23808591960331	0	0	1.2946323628920158	0	0	0	2.953725865771977	149.0233341915745	0	0	4.788220155673108	109.771158739873	11.500330953811455	0	0	14.046001515135634	962.1266876004207	16.84104117335339	0	13.618053507780072	237.00721064592548	0	22.18303202063793	5.8188470838090005	4.9731343773169465	0	13.882499018329975	11.743980861311195	0	154.83138297643416	0	0	0	0	36.443244963527064	0	0	26.29479185268891	0	0	0	18.220049186626238	1.5383141060813592	0.6294727185780095	41794.19331211054	606.5172235215978	2.6140121352265933	2.659694538366165	0	34.91499111485845	0	40.26852773439503	0	1.9378855099313932	8.942354985660367	0	9.506127023048453	4.158172098642515	0	7.082704220519704	3.693393061966815	127.39573290042229	4.397826325445411	2.2425601797093533	5.326563966548439	131.94300143965955	0	1.0632186059291338	0	0	0	2.1840386080896974	4.107419008480921	1.4071309430046999	2.4894202576408797	24.589039924069038	2.1694092980737385	2.3812066730006465	7.6065023296927246	1.0299657128149189	1.8370716543046728	136.52335131669912	135.86290079810786	0	91.08345687289494	0	2.3058331220480084	0	0	1.4908914275297522	11.880457861669381	2.3812066730006465	1711.8543499177326	0	1.9740336225473258	0	0	5.218058360484756	0	0	59.848585640489944	75.65875112640894	4.788755829562736	13.36233595904033	6.63489431867909	1.9877795434519607	0	21.087816635634688	0	0	0	4.512087060093282	2209.2209546446134	4836.259748239359	8.48483678147408	0	0	0	0	0	0	3.110911449294389	38.17010454904285	0	0	0	0	0	0	20.644334974246103	16.487487024374012	0	22.159500004893196	12.908884062137208	0	0	1.9587920065787088	0	0	10.217132968545103	6.929102979075935	0	0	0	5.2342965598050055	2.8021759676447764	0	0	0	0	10.260299180901402	0	0	0	0	0	17.883343938293372	0	0	0.7479520787085234	0	0	0	0	0.8035505446228293	0	0	0	0	0	0	4.586153296430776	1215.2113468374907	63.568713376880716	0	0	6.660147150618829	4.172966142228701	0	10.629997102173244	4.127845706948232	9.316947916020805	3.702962512982966	0	0	0	0	18.1857229835126	0	0	0	0	0	104.804358420701	9.763235018649224	0	0
D009959	Oropharyngeal Neoplasms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.774897915493608	2.0632192510535368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3147291510963324	0	0	0	0	0	0.9231881310823103	0	0	0	0	0	0	0	0	0	2.010443363079234	0	0	11.27169729845166	0	0.5958780941028821	0	0	0	0	0	0	1.9723285922962424	0	0	1.1380131555214292	0	0	0	0	0	0	0	0	2.6140121352265933	0	0	0	0	0	0	0	0	0	0	0	0	1.2148558604642947	0	0	0	0	0	0	0	0	0	0	2.2161269226411977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5550122966565585	1.5383141060813592	0	0.8325536516356681	0	0	0	0	1.3175468345229604	1.992983371326988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4071309430046999	0	3.2785386565425387	0	0	0	0	0	0	0	0	0	0	5.764582805120021	0	0	1.4908914275297522	4.752183144667752	0	0	0	0	0	0	0	12.989802131080424	0	0	0	0	0	0	0	0	4.217563327126937	0	0	0	0	0	7.000375979668221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.660147150618829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D010003	Osteoarthritis	0	0	0	0	0	0	0	0	1.4526833726908572	0	0	0	0	0	7.0139200019522905	0	0	0	0	0	0	0	2.0632192510535368	0	0	0	0	47.024069286354646	2.8142618860093997	0	0	27.439027771581202	0	0	0	0	0	0	0	0	0	1.0995608303564923	0	0	0	0	2.624169625686484	0	0	0	3.1878309870531183	0	0	0	0	0	0	0	12.001445704070035	0	0	13.424714224114787	0	0	0	0	5.520209507448177	33.312835190186064	0	0	0	2.8179243246129158	4.5999624661561205	30.985660893349863	0	0	0	0	0	0	59.16985776888727	1.357096911630458	0	14.794171021778581	0	0	0	0	0	2.4757505291331867	0	0	0	0	0	0	1.7232881843244452	13.26846382067836	0.7350165749565932	0	0	2.2674202170287483	0	0	0	1.2148558604642947	0	12.707477668344747	0	0	11.651691266028145	0	0	0	0	0	0	0	21.54699070052899	0	0	5.389728463711376	0	2.341000252522606	0	0	0	0	0	0	2.2183032020637934	0	0	0	0	0	0	0.9054466840727144	3.4953231482047213	0	2.2425601797093533	0	3.3130222694115505	0	0	13.147395926344455	0	0	0	14.803789964133818	15.38314106081359	0.06994141317533438	136.53879886824956	3.5058799047491203	0	0	0	277.0142219584524	15.943866970615904	20.134263867197514	0	3.8757710198627873	3.8324378509972994	0	2.7160362922995573	0	3.229359599707584	0	0	1.248977773533552	0	0	0	2.9650112683069563	0	4.252874423716535	0	0	1.4149055205518302	0	4.107419008480921	0	2.4894202576408797	0	15.18586508651617	0	0	0	1.224714436203115	0	25.38098146777839	0	0	2.734554943125151	0	0	0	0	0	0	0	0	5.922100867641977	0	0	0	2.597960426216085	0	1.6175293416348633	0	11.173763602313052	0	0	1.9877795434519607	0	5.904588657977714	0	0	0	0	5.946758962704209	33.00177247557876	5.090902068884447	0	0	0	0	0	0	0	65.20726193794819	0	0	0	0	0	0	0	0	0	190.5717000420815	19.859821634057237	0	0	11.75275203947225	0	0	0	0	0	0	45.98812033692463	1.744765519935002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0455310699864064	0	0	0.8035505446228293	0	0	0	0	0	0	0	5.7671046968558874	24.87471393008376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D015207	Osteoarthritis, Hip	0	0	0	0	0	0	0	0	0	0	2.2425601797093533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2938570383587638	1.4071309430046999	0	0	1.3719513885790602	0	0	1.9947240158047723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5939154935265591	0	0	0	0	0	0	0	1.8463762621646207	0	0	0	0	0	0	0	0	2.082052199386629	0	0	0	0	0	3.5752685646172924	0	0	0	0	0	0	0	0	0	5.690065777607146	0	0	0	0	0	0	1.4731549166710445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7272802055939829	8.76493061756297	0	0	0	2.27750614832828	0	0	24.976609549070037	0	0	0	0	66.5361151434095	3.985966742653976	8.389276611332297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1694092980737385	0	0	0	0	0	1.4929989098693168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6634894318679091	0	0	1.687025330850775	0	0	0	0	0	7.000375979668221	0	0	0	0	0	0	0	0	17.494631251644638	0	0	0	0	2.879293270989208	0	0	0	0	57.61470001272231	6.950937571920035	0	0	0	0	0	0	0	0	0	0	6.979062079740008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2954883982033647	19.34699972339848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D020370	Osteoarthritis, Knee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0059657151224104	0	0	0	0	0	0	0	0	1.2196597127769402	0	0	0	4.5877140767175275	0	0	0	12.690550344356305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1878309870531183	0	0	0	0	0	0	0	0.9231881310823103	0	0	1.3424714224114789	0	0	0	0	0	4.164104398773258	0	0	0	0	0	19.068099011292226	0	0	0	0	0	0	0	0	0	6.828078933128575	0	0	0	0	0	0	0	0	0	0	0	0	1.7232881843244452	0.8845642547118906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.54699070052899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9216435391876563	0	0	0	2.27750614832828	3.0766282121627184	0	105.73431375772984	1.75293995237456	0	0	0	194.66754480076742	5.978950113980964	8.389276611332297	0	0	0	0	1.358018146149779	0	0	2.360901406839901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3732876170865589	0	0	5.971995639477267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6634894318679091	0	0	0.8435126654253875	0	0	0	0	2.9733794813521044	44.00236330077168	0	0	0	0	0	0	0	0	28.62757841178213	0	0	0	0	0	0	0	0	0	221.595000048932	32.768705696194445	0	0	0	0	0	0	0	0	0	0	12.213358639545016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1365932099592198	0	0	0	0	0	0	0	0	0	0	14.829697791915141	63.568713376880716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
