Symptom	SymptomName	D000039	D000196	D000542	D000787	D000789	D001014	D001022	D001023	D001024	D001145	D001164	D001172	D001195	D001228	D001249	D001250	D001261	D001281	D001607	D001716	D001987	D001991	D002037	D002095	D002177	D002305	D002310	D002311	D002312	D002313	D002639	D002805	D003047	D003139	D003323	D003324	D003327	D003329	D003371	D003440	D003453	D003550	D003920	D003922	D003924	D003926	D004417	D004695	D004696	D004826	D004844	D005203	D006073	D006255	D006332	D006333	D006344	D006345	D006349	D006469	D006491	D006557	D006660	D006973	D006976	D006985	D007012	D007022	D007024	D007251	D007819	D007822	D007826	D007827	D007829	D008133	D008169	D008175	D008478	D008944	D008946	D009058	D009164	D009181	D009202	D009203	D009205	D009298	D009303	D009304	D009362	D009382	D009400	D009617	D009765	D009959	D010003	D010018	D010019	D010020	D010024	D010490	D010493	D010494	D010996	D010997	D010998	D011009	D011020	D011024	D011030	D011081	D011111	D011649	D011654	D011655	D011656	D011657	D011665	D011666	D011928	D012120	D012127	D012128	D012131	D012141	D012214	D012222	D012806	D012829	D012830	D012848	D012852	D012893	D013174	D013586	D013611	D013612	D013613	D013617	D014069	D014123	D014134	D014262	D014263	D014264	D014376	D014397	D014648	D014693	D014826	D014917	D014927	D015207	D015508	D015535	D015663	D016491	D016535	D016706	D016724	D016883	D016918	D017180	D017202	D017544	D017545	D017564	D017565	D017703	D018192	D018376	D018410	D018879	D018880	D020181	D020182	D020215	D020217	D020246	D020370	D024741	D029424	D029481	D045169	D046789	D050197	D053840	D054059	D054537	D054556	D054990	D055008	D055034	D055963	D057767
D002375	Catalepsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.349049155324866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.674524577662433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.674524577662433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.396196621299463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D002389	Catatonia	0	0	0	0	0	0	0	0	2.701906514481101	0	0	0	0	0	0	0	0	0	0	0	0	2.701906514481101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.701906514481101	2.701906514481101	0	0	0	0	0	0	0	0	0	0	0	2.701906514481101	0	0	0	0	0	0	0	2.701906514481101	0	0	0	2.701906514481101	0	5.403813028962202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.701906514481101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.701906514481101	0	0	0	0	10.807626057924404	0	0	0	0	0	0	0	0	8.105719543443303	0	0	0	0	0	0	0	0	8.105719543443303	0	0	0	0	0	0	0	2.701906514481101	0	0	0	0	0	0	0	2.701906514481101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.701906514481101	0	0	0	0	0	0	0	0	0	0	2.701906514481101	0	0	0	0	0
D002524	Cerebellar Ataxia	0	0	0	0	0	0	0	0	1.7087856229578182	1.7087856229578182	0	0	0	0	1.7087856229578182	0	1.7087856229578182	0	0	0	0	0	0	0	0	0	0	1.7087856229578182	0	0	0	0	0	3.4175712459156364	0	0	0	0	1.7087856229578182	0	0	1.7087856229578182	11.961499360704726	10.252713737746909	1.7087856229578182	0	1.7087856229578182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4175712459156364	1.7087856229578182	0	6.835142491831273	0	1.7087856229578182	1.7087856229578182	1.7087856229578182	0	1.7087856229578182	1.7087856229578182	0	0	0	0	23.922998721409453	0	0	0	0	0	0	1.7087856229578182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.961499360704726	1.7087856229578182	0	3.4175712459156364	3.4175712459156364	1.7087856229578182	0	17.087856229578186	0	0	0	0	8.543928114789091	0	0	0	0	0	1.7087856229578182	0	1.7087856229578182	0	0	0	0	0	1.7087856229578182	0	0	1.7087856229578182	1.7087856229578182	1.7087856229578182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7087856229578182	1.7087856229578182	0	0	0	0	0	0	0	0	0	0	0	1.7087856229578182	0	0	0	0
D002558	Cerebrospinal Fluid Otorrhea	0	0	0	0	0	0	0	0	0	0	3.1882981129098096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1882981129098096	0	0	0	0	0	0	0	0	0	0	3.1882981129098096	0	0	0	0	0	3.1882981129098096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1882981129098096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1882981129098096	0	0	0	0	9.56489433872943	3.1882981129098096	0	0	0	0	0	0	0	0	3.1882981129098096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1882981129098096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.376596225819618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D002559	Cerebrospinal Fluid Rhinorrhea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.677472489143819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.032417467431458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.064834934862915	0	0	10.709889956575276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.677472489143819	0	0	0	0	0	0	0	0	2.677472489143819	0	0	0	0	0	0	0	0	8.032417467431458	5.354944978287638	0	0	0	0	0	5.354944978287638	0	0	0	2.677472489143819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.677472489143819	0	0	0	0	0	0	0	2.677472489143819	0	0	0	0	0	0	16.064834934862915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.032417467431458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D002637	Chest Pain	0	6.597364982138956	1.0995608303564923	383.7467297944159	138.54466462491806	100.06003556244082	7.696925812495447	0	7.696925812495447	51.67935902675515	9.896047473208434	5.497804151782463	4.398243321425969	3.298682491069478	39.58418989283373	7.696925812495447	6.597364982138956	16.49341245534739	0	0	4.398243321425969	5.497804151782463	43.9824332142597	0	1.0995608303564923	26.389459928555823	0	15.393851624990894	29.688142419625297	0	0	0	4.398243321425969	1.0995608303564923	48.38067653568567	771.8917029102578	559.6764626514547	78.06881895531096	41.78331155354672	0	3.298682491069478	2.1991216607129846	5.497804151782463	5.497804151782463	7.696925812495447	0	137.44510379456156	2.1991216607129846	4.398243321425969	0	0	0	0	0	9.896047473208434	43.9824332142597	12.095169133921418	1.0995608303564923	6.597364982138956	15.393851624990894	17.592973285703877	0	4.398243321425969	42.88287238390321	19.792094946416867	23.090777437486345	0	3.298682491069478	3.298682491069478	2.1991216607129846	0	0	0	4.398243321425969	0	5.497804151782463	3.298682491069478	64.87408899103306	98.96047473208435	8.796486642851939	0	0	0	0	51.67935902675515	1105.058634508275	57.177163178537604	0	0	0	0	2.1991216607129846	0	1.0995608303564923	3.298682491069478	0	1.0995608303564923	4.398243321425969	3.298682491069478	0	2.1991216607129846	18.692534116060365	81.36750144638043	5.497804151782463	37.38506823212073	25.289899098199328	24.19033826784284	0	2.1991216607129846	0	80.26794061602395	3.298682491069478	0	1.0995608303564923	5.497804151782463	151.73939458919597	1.0995608303564923	4.398243321425969	0	2.1991216607129846	1.0995608303564923	5.497804151782463	0	3.298682491069478	8.796486642851939	1.0995608303564923	3.298682491069478	0	2.1991216607129846	0	0	0	1.0995608303564923	1.0995608303564923	2.1991216607129846	0	1.0995608303564923	0	0	5.497804151782463	2.1991216607129846	1.0995608303564923	5.497804151782463	1.0995608303564923	0	0	3.298682491069478	15.393851624990894	3.298682491069478	5.497804151782463	1.0995608303564923	0	1.0995608303564923	0	0	0	0	1.0995608303564923	5.497804151782463	1.0995608303564923	3.298682491069478	2.1991216607129846	1.0995608303564923	9.896047473208434	578.3689967675151	6.597364982138956	64.87408899103306	0	3.298682491069478	0	2.1991216607129846	1.0995608303564923	6.597364982138956	3.298682491069478	1.0995608303564923	2.1991216607129846	0	0	0	13.194729964277911	0	2.1991216607129846	3.298682491069478	0	1.0995608303564923	0	7.696925812495447	3.298682491069478	5.497804151782463	1.0995608303564923	0	1.0995608303564923	0	0	0	0
D002639	Cheyne-Stokes Respiration	0	0	0	0	0	0	0	0	3.637823210812004	40.01605531893205	0	0	0	0	0	0	0	25.464762475684033	0	0	0	0	0	0	0	0	0	25.464762475684033	3.637823210812004	0	1080.4334936111652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.464762475684033	0	0	0	0	0	0	0	0	767.5806974813329	3.637823210812004	3.637823210812004	0	0	0	0	0	7.275646421624009	14.551292843248014	21.82693926487202	0	3.637823210812004	0	0	0	0	0	0	0	0	0	0	0	3.637823210812004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.275646421624009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.637823210812004	0	0	0	0	0	0	221.90721585953227	0	0	14.551292843248014	0	0	0	0	0	0	0	0	69.11864100542809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.637823210812004	0	141.87510522166818	196.44245338384826	0	0	0	0	0	3.637823210812004	0	0	0	0	0	0	0	0	0	0	0	0	0
D023341	Chills	0	0	0	0	0	0	0	0	0	0	0	3.5851794773265833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.75553843197975	0	0	0	0	0	0	0	0	0	0	0	0	3.5851794773265833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5851794773265833	3.5851794773265833	0	0	0	7.1703589546531665	0	3.5851794773265833	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5851794773265833	0	0	0	0	3.5851794773265833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5851794773265833	0	0	0	0	0	0	0	0	0	3.5851794773265833	0	0	0	0	0	0	0	0	3.5851794773265833	0	0	0	0	0	0	0	0	0	0	0	3.5851794773265833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D002819	Chorea	0	0	0	0	0	0	3.985966742653976	0	1.992983371326988	0	0	19.929833713269886	0	0	0	0	0	1.992983371326988	0	0	1.992983371326988	0	0	0	0	0	0	5.978950113980964	0	0	0	0	0	1.992983371326988	0	0	0	0	0	0	1.992983371326988	0	7.971933485307952	9.96491685663494	15.943866970615904	0	0	0	3.985966742653976	0	0	0	7.971933485307952	0	0	1.992983371326988	0	0	5.978950113980964	0	0	0	0	5.978950113980964	1.992983371326988	1.992983371326988	0	1.992983371326988	1.992983371326988	3.985966742653976	0	0	1.992983371326988	0	0	0	0	15.943866970615904	0	9.96491685663494	5.978950113980964	0	0	0	5.978950113980964	1.992983371326988	15.943866970615904	0	0	1.992983371326988	0	0	0	0	1.992983371326988	0	0	1.992983371326988	0	0	0	0	0	0	0	0	0	0	1.992983371326988	0	0	0	0	0	1.992983371326988	1.992983371326988	0	0	0	0	0	0	1.992983371326988	0	1.992983371326988	1.992983371326988	71.74740136777156	0	0	0	0	0	1.992983371326988	13.950883599288918	0	0	0	0	0	0	5.978950113980964	5.978950113980964	0	0	0	0	1.992983371326988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.978950113980964	1.992983371326988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.992983371326988	0	0	0	0	0	0	0	0	0	0	0	0	0
D003085	Colic	0	0	0	4.269494632745641	0	14.94323121460974	0	0	0	0	0	2.1347473163728203	0	8.538989265491281	2.1347473163728203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.538989265491281	8.538989265491281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.077978530982563	0	0	0	0	0	0	0	0	0	2.1347473163728203	4.269494632745641	0	0	0	0	0	2.1347473163728203	0	2.1347473163728203	2.1347473163728203	0	0	0	0	0	0	0	0	0	0	2.1347473163728203	0	6.404241949118459	0	0	0	0	4.269494632745641	0	0	0	2.1347473163728203	0	0	0	0	0	2.1347473163728203	0	0	0	8.538989265491281	0	0	0	0	0	2.1347473163728203	0	0	0	0	0	0	2.1347473163728203	0	0	0	4.269494632745641	0	0	0	0	0	0	0	0	0	0	0	14.94323121460974	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1347473163728203	2.1347473163728203	0	0	0	0	0	0	0	0	2.1347473163728203	0	0	0	0	0	0	0	8.538989265491281	0	0	0	0	0	0	2.1347473163728203	0	0	0	0	0	0	2.1347473163728203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D003117	Color Vision Defects	0	0	0	0	0	0	0	0	0	0	0	2.566609896332009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.566609896332009	0	0	0	0	0	0	0	0	0	0	0	0	0	5.133219792664018	10.266439585328037	61.59863751196822	20.532879170656074	0	0	0	0	0	0	0	0	0	0	2.566609896332009	0	0	0	0	0	0	0	20.532879170656074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.133219792664018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.566609896332009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.266439585328037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D003128	Coma	0	1.312084812843242	0	0	0	2.624169625686484	0	0	0	14.432932941275663	3.9362544385297262	2.624169625686484	0	0	20.993357005491873	0	2.624169625686484	6.5604240642162095	0	0	0	1.312084812843242	1.312084812843242	0	5.248339251372968	1.312084812843242	0	1.312084812843242	0	0	0	0	0	7.8725088770594525	0	11.80876331558918	11.80876331558918	1.312084812843242	5.248339251372968	0	1.312084812843242	2.624169625686484	19.681272192648628	22.305441818335115	5.248339251372968	19.681272192648628	1.312084812843242	0	0	0	1.312084812843242	0	0	0	0	9.184593689902695	0	0	0	0	0	0	0	41.98671401098375	2.624169625686484	7.8725088770594525	0	19.681272192648628	0	9.184593689902695	0	1.312084812843242	1.312084812843242	1.312084812843242	1.312084812843242	1.312084812843242	0	9.184593689902695	0	1.312084812843242	2.624169625686484	0	1.312084812843242	0	9.184593689902695	23.61752663117836	2.624169625686484	0	0	1.312084812843242	1.312084812843242	0	0	0	1.312084812843242	0	2.624169625686484	1.312084812843242	1.312084812843242	0	0	0	1.312084812843242	0	0	7.8725088770594525	0	0	0	1.312084812843242	1.312084812843242	0	0	0	32.80212032108105	7.8725088770594525	3.9362544385297262	0	0	0	0	6.5604240642162095	0	18.36918737980539	131.2084812843242	7.8725088770594525	1.312084812843242	0	0	1.312084812843242	0	0	1.312084812843242	11.80876331558918	0	0	0	0	0	1.312084812843242	0	1.312084812843242	1.312084812843242	0	0	0	1.312084812843242	5.248339251372968	0	11.80876331558918	2.624169625686484	2.624169625686484	1.312084812843242	0	0	0	0	1.312084812843242	0	1.312084812843242	0	23.61752663117836	0	3.9362544385297262	0	1.312084812843242	3.9362544385297262	0	0	0	0	0	1.312084812843242	1.312084812843242	0	0	3.9362544385297262	1.312084812843242	3.9362544385297262	2.624169625686484	0	0	1.312084812843242	0	0	0	0	0	0	0	0	2.624169625686484	0	0	0	0
D003147	Communication Disorders	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9885225137819851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9885225137819851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9885225137819851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9885225137819851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D003221	Confusion	0	0	0	1.5089482112769952	0	4.526844633830986	0	0	0	6.035792845107981	1.5089482112769952	1.5089482112769952	0	0	0	0	1.5089482112769952	1.5089482112769952	0	0	0	0	0	0	0	0	0	0	1.5089482112769952	0	0	1.5089482112769952	1.5089482112769952	1.5089482112769952	0	0	0	0	3.0178964225539904	0	3.0178964225539904	0	3.0178964225539904	13.580533901492956	6.035792845107981	0	16.598430324046944	0	1.5089482112769952	0	0	0	0	0	0	9.053689267661971	1.5089482112769952	0	1.5089482112769952	0	0	0	0	4.526844633830986	0	3.0178964225539904	0	7.544741056384975	1.5089482112769952	7.544741056384975	0	0	0	0	0	0	0	21.12527495787793	0	0	0	0	1.5089482112769952	0	1.5089482112769952	18.107378535323942	0	0	1.5089482112769952	0	1.5089482112769952	3.0178964225539904	0	6.035792845107981	0	0	0	0	1.5089482112769952	0	1.5089482112769952	0	3.0178964225539904	0	0	1.5089482112769952	0	0	0	0	0	1.5089482112769952	0	0	1.5089482112769952	9.053689267661971	0	0	0	0	0	1.5089482112769952	0	3.0178964225539904	4.526844633830986	1.5089482112769952	0	0	0	0	0	0	0	18.107378535323942	0	0	0	0	0	1.5089482112769952	0	1.5089482112769952	0	0	0	0	3.0178964225539904	3.0178964225539904	1.5089482112769952	1.5089482112769952	0	0	0	0	0	1.5089482112769952	0	0	0	1.5089482112769952	0	0	0	0	1.5089482112769952	0	1.5089482112769952	0	0	0	0	0	10.562637478938964	0	0	0	0	3.0178964225539904	1.5089482112769952	1.5089482112769952	0	0	4.526844633830986	0	0	0	0	0	0	0	0	0	0	0	0	0
D003244	Consciousness Disorders	0	0.8771292762243725	0	0	0	2.6313878286731183	0	0	0	6.139904933570608	0.8771292762243725	3.50851710489749	0	0	1.754258552448745	0	0	1.754258552448745	0	0	0	0	0.8771292762243725	0	0	0.8771292762243725	0	0	0	0	0	0	0	0	0	0	0	0	6.139904933570608	0	0	0.8771292762243725	0.8771292762243725	2.6313878286731183	2.6313878286731183	0.8771292762243725	2.6313878286731183	0	0.8771292762243725	0	0	0	0	0	0	0.8771292762243725	0	0	0	0	0	0	0.8771292762243725	6.139904933570608	0	2.6313878286731183	0	5.2627756573462365	0.8771292762243725	3.50851710489749	0	0	0	0	0	1.754258552448745	0	2.6313878286731183	0	0	0	0	0	0.8771292762243725	0	2.6313878286731183	0.8771292762243725	0	0	0	0	0	0	0.8771292762243725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8771292762243725	0	2.6313878286731183	0	0	0	2.6313878286731183	0	0	0	0	0	0	3.50851710489749	0	0.8771292762243725	8.771292762243725	0	0	0	0	0	0	0	0.8771292762243725	9.648422038468098	0	0	0	0	0	0	0	0.8771292762243725	0	0	0	0	0.8771292762243725	2.6313878286731183	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2627756573462365	0	0	0.8771292762243725	0	0	0	0	0	0	0	1.754258552448745	0	0	0	0	1.754258552448745	0.8771292762243725	3.50851710489749	0	0	1.754258552448745	0	0	0	0	0	0	0	0	0	0	0	0	0
D003248	Constipation	0	4.7817464805796766	0	12.751323948212473	0	0	0	0	1.5939154935265591	1.5939154935265591	0	7.969577467632794	0	0	0	0	0	1.5939154935265591	0	0	0	0	0	0	1.5939154935265591	1.5939154935265591	0	1.5939154935265591	1.5939154935265591	0	0	0	0	1.5939154935265591	0	1.5939154935265591	1.5939154935265591	0	3.1878309870531183	0	0	28.69047888347806	15.939154935265588	12.751323948212473	14.34523944173903	1.5939154935265591	12.751323948212473	0	0	0	1.5939154935265591	0	1.5939154935265591	0	0	4.7817464805796766	0	0	0	1.5939154935265591	0	0	0	27.096563389951505	0	0	0	0	4.7817464805796766	1.5939154935265591	0	0	0	0	1.5939154935265591	0	0	27.096563389951505	4.7817464805796766	1.5939154935265591	0	0	1.5939154935265591	0	0	7.969577467632794	0	0	0	0	0	0	0	0	36.660056351110846	0	3.1878309870531183	0	3.1878309870531183	1.5939154935265591	4.7817464805796766	3.1878309870531183	0	0	0	0	0	0	0	0	1.5939154935265591	0	0	0	1.5939154935265591	1.5939154935265591	0	0	0	0	1.5939154935265591	1.5939154935265591	0	4.7817464805796766	3.1878309870531183	1.5939154935265591	0	0	0	0	0	0	0	9.563492961159351	0	0	0	0	0	0	0	0	0	0	0	0	1.5939154935265591	6.375661974106237	14.34523944173903	0	0	0	0	1.5939154935265591	0	0	1.5939154935265591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5939154935265591	0	0	0	0	0	0	1.5939154935265591	3.1878309870531183	0	1.5939154935265591	0	0	0	0	0	0	0	0	0	0	0	0	0
D003303	Coprophagia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.913366207639191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D003371	Cough	0	13.147291510963322	19.720937266444984	2.6294583021926647	1.3147291510963324	3.944187453288997	2.6294583021926647	0	0	19.720937266444984	0	10.51783320877066	11.83256235986699	15.776749813155988	929.513509825107	11.83256235986699	26.294583021926645	3.944187453288997	0	14.462020662059656	60.47754095043129	386.5303704223217	0	5.2589166043853295	1.3147291510963324	1.3147291510963324	0	0	2.6294583021926647	1.3147291510963324	0	0	11.83256235986699	404.93657853767036	0	9.203104057674327	9.203104057674327	0	6045.124636740938	15.776749813155988	7.888374906577994	124.89926935415156	3.944187453288997	7.888374906577994	7.888374906577994	0	203.78301841993152	0	0	5.2589166043853295	2.6294583021926647	10.51783320877066	0	31.553499626311968	1.3147291510963324	40.75660368398631	14.462020662059656	1.3147291510963324	0	44.700791137275296	0	0	13.147291510963322	122.26981105195892	10.51783320877066	13.147291510963322	1.3147291510963324	9.203104057674327	1.3147291510963324	72.31010331029826	0	6.573645755481661	9.203104057674327	30.238770475215645	1.3147291510963324	2.6294583021926647	18.40620811534865	227.4481431396655	26.294583021926645	1.3147291510963324	5.2589166043853295	2.6294583021926647	1.3147291510963324	5.2589166043853295	5.2589166043853295	17.09147896425232	5.2589166043853295	1.3147291510963324	3.944187453288997	0	1.3147291510963324	0	0	5.2589166043853295	1.3147291510963324	1.3147291510963324	0	0	0	0	2.6294583021926647	3.944187453288997	7.888374906577994	3.944187453288997	27.609312173022982	15.776749813155988	11.83256235986699	24.979853870830315	17.09147896425232	13.147291510963322	30.238770475215645	9.203104057674327	0	9.203104057674327	27.609312173022982	28.92404132411931	40.75660368398631	39.44187453288997	0	0	0	94.66049887893593	7.888374906577994	10.51783320877066	78.88374906577994	230.07760144185815	0	1.3147291510963324	0	10.51783320877066	1.3147291510963324	0	60.47754095043129	9.203104057674327	2.6294583021926647	0	0	1.3147291510963324	0	2.6294583021926647	6.573645755481661	0	28.92404132411931	0	0	1.3147291510963324	31.553499626311968	195.89464351335354	3.944187453288997	14.462020662059656	19.720937266444984	95.97522803003227	0	0	5.2589166043853295	0	0	0	115.69616529647725	0	9.203104057674327	0	0	2.6294583021926647	2.6294583021926647	0	11.83256235986699	0	26.294583021926645	1.3147291510963324	5.2589166043853295	2.6294583021926647	34.18295792850464	5.2589166043853295	3.944187453288997	6.573645755481661	1.3147291510963324	0	1.3147291510963324	1.3147291510963324	0	0	118.3256235986699	27.609312173022982	13.147291510963322	0	0	0	0	3.944187453288997	1.3147291510963324	38.12714538179364	0	0	0	0
D003490	Cyanosis	0	0	1.7434095875238662	0	0	3.4868191750477324	5.230228762571599	0	6.973638350095465	19.177505462762532	78.45343143857399	3.4868191750477324	1.7434095875238662	0	20.920915050286396	0	5.230228762571599	1.7434095875238662	0	1.7434095875238662	1.7434095875238662	17.434095875238658	1.7434095875238662	0	0	6.973638350095465	1.7434095875238662	0	3.4868191750477324	0	0	0	0	8.717047937619329	0	20.920915050286396	15.690686287714795	0	5.230228762571599	1.7434095875238662	0	8.717047937619329	0	0	1.7434095875238662	0	48.815468450668256	5.230228762571599	1.7434095875238662	0	0	1.7434095875238662	1.7434095875238662	0	10.460457525143198	41.84183010057279	104.60457525143197	57.53251638828758	10.460457525143198	1.7434095875238662	1.7434095875238662	0	0	6.973638350095465	67.99297391343079	5.230228762571599	0	10.460457525143198	1.7434095875238662	3.4868191750477324	1.7434095875238662	1.7434095875238662	6.973638350095465	6.973638350095465	1.7434095875238662	0	1.7434095875238662	8.717047937619329	3.4868191750477324	8.717047937619329	8.717047937619329	0	0	0	8.717047937619329	29.63796298790573	5.230228762571599	0	0	0	0	0	0	0	8.717047937619329	0	0	0	0	0	1.7434095875238662	1.7434095875238662	3.4868191750477324	3.4868191750477324	6.973638350095465	1.7434095875238662	0	0	1.7434095875238662	6.973638350095465	5.230228762571599	0	0	3.4868191750477324	22.664324637810264	52.302287625715984	17.434095875238658	0	0	52.302287625715984	61.019335563335325	22.664324637810264	54.04569721323986	5.230228762571599	80.19684102609784	8.717047937619329	3.4868191750477324	1.7434095875238662	0	1.7434095875238662	0	0	0	6.973638350095465	0	0	0	0	0	0	1.7434095875238662	0	0	24.407734225334128	0	12.203867112667064	0	1.7434095875238662	6.973638350095465	1.7434095875238662	1.7434095875238662	12.203867112667064	0	0	3.4868191750477324	0	0	8.717047937619329	0	0	0	0	0	0	8.717047937619329	0	3.4868191750477324	0	1.7434095875238662	0	0	6.973638350095465	1.7434095875238662	0	0	0	3.4868191750477324	0	0	5.230228762571599	0	0	0	0	0	0	0	0	0	1.7434095875238662	0	27.89455340038186	0	0	0	0
