GeneID	GeneSymbol	# drug associations
8500	PPFIA1	4
8541	PPFIA3	2
8497	PPFIA4	2
8496	PPFIBP1	3
8495	PPFIBP2	2
51535	PPHLN1	5
5478	PPIA	11
728945	PPIAL4F	1
644591	PPIAL4G	2
5479	PPIB	2
5480	PPIC	2
5481	PPID	5
10450	PPIE	4
10105	PPIF	4
9360	PPIG	3
10465	PPIH	2
51645	PPIL1	2
53938	PPIL3	1
85313	PPIL4	3
9677	PPIP5K1	2
23262	PPIP5K2	3
5493	PPL	2
5494	PPM1A	3
5495	PPM1B	1
8493	PPM1D	7
9647	PPM1F	3
5496	PPM1G	1
57460	PPM1H	1
51400	PPME1	5
5498	PPOX	2
5499	PPP1CA	10
5500	PPP1CB	3
5501	PPP1CC	2
5514	PPP1R10	3
6992	PPP1R11	2
4659	PPP1R12A	9
54776	PPP1R12C	2
23368	PPP1R13B	1
10848	PPP1R13L	5
26472	PPP1R14B	4
23645	PPP1R15A	5
84919	PPP1R15B	1
84988	PPP1R16A	1
10842	PPP1R17	2
170954	PPP1R18	3
84152	PPP1R1B	4
5504	PPP1R2	3
129285	PPP1R21	3
9858	PPP1R26	1
284352	PPP1R37	2
5509	PPP1R3D	1
90673	PPP1R3E	1
648791	PPP1R3G	1
5510	PPP1R7	2
5511	PPP1R8	2
55607	PPP1R9A	3
84687	PPP1R9B	2
5515	PPP2CA	9
5516	PPP2CB	2
5518	PPP2R1A	5
5519	PPP2R1B	2
5520	PPP2R2A	3
5525	PPP2R5A	2
5527	PPP2R5C	4
5528	PPP2R5D	4
5529	PPP2R5E	5
5530	PPP3CA	6
5532	PPP3CB	6
5533	PPP3CC	1
5534	PPP3R1	3
5531	PPP4C	3
9989	PPP4R1	2
151987	PPP4R2	3
55671	PPP4R3A	4
57223	PPP4R3B	3
5536	PPP5C	9
5537	PPP6C	2
22870	PPP6R1	1
9701	PPP6R2	1
55291	PPP6R3	4
23082	PPRC1	4
5538	PPT1	5
9374	PPT2	1
5539	PPY	1
10084	PQBP1	2
11230	PRAF2	3
157285	PRAG1	2
84106	PRAM1	2
23532	PRAME	5
5542	PRB1	1
9055	PRC1	5
5546	PRCC	3
5547	PRCP	2
639	PRDM1	1
7799	PRDM2	3
11108	PRDM4	1
5052	PRDX1	15
7001	PRDX2	13
10935	PRDX3	8
10549	PRDX4	7
25824	PRDX5	4
9588	PRDX6	8
10113	PREB	1
51012	PRELID3B	2
5550	PREP	2
9581	PREPL	1
57580	PREX1	1
5551	PRF1	4
5553	PRG2	3
144165	PRICKLE1	1
166336	PRICKLE2	1
5557	PRIM1	2
5558	PRIM2	3
201973	PRIMPOL	1
5562	PRKAA1	34
5563	PRKAA2	10
5564	PRKAB1	3
5565	PRKAB2	2
5566	PRKACA	7
5567	PRKACB	7
5571	PRKAG1	4
51422	PRKAG2	1
53632	PRKAG3	1
5573	PRKAR1A	7
5575	PRKAR1B	5
5576	PRKAR2A	8
5577	PRKAR2B	3
5578	PRKCA	25
5579	PRKCB	18
5580	PRKCD	37
5581	PRKCE	8
5582	PRKCG	4
5583	PRKCH	4
5584	PRKCI	6
5588	PRKCQ	2
5589	PRKCSH	6
5590	PRKCZ	6
25865	PRKD2	2
23683	PRKD3	2
5591	PRKDC	11
5592	PRKG1	3
5071	PRKN	11
8575	PRKRA	6
5617	PRL	51
5618	PRLR	5
3276	PRMT1	9
3275	PRMT2	1
10196	PRMT3	2
10419	PRMT5	5
55170	PRMT6	2
54496	PRMT7	1
56341	PRMT8	1
5621	PRNP	13
5624	PROC	11
10544	PROCR	5
5625	PRODH	2
58510	PRODH2	1
84432	PROK1	2
8842	PROM1	16
5627	PROS1	6
80209	PROSER1	1
254427	PROSER2	2
148137	PROSER3	1
5629	PROX1	4
8559	PRPF18	1
27339	PRPF19	4
9129	PRPF3	2
26121	PRPF31	3
84950	PRPF38A	1
55119	PRPF38B	3
55015	PRPF39	1
9128	PRPF4	1
55660	PRPF40A	4
25766	PRPF40B	2
8899	PRPF4B	3
24148	PRPF6	4
10594	PRPF8	2
5630	PRPH	3
5631	PRPS1	3
5634	PRPS2	2
5635	PRPSAP1	4
5636	PRPSAP2	3
55771	PRR11	2
57479	PRR12	2
54458	PRR13	1
253143	PRR14L	2
80742	PRR3	1
80164	PRR36	1
55615	PRR5	2
79899	PRR5L	1
133619	PRRC1	2
7916	PRRC2A	3
84726	PRRC2B	2
23215	PRRC2C	7
5638	PRRG1	1
5644	PRSS1	1
5645	PRSS2	1
5646	PRSS3	2
646960	PRSS56	1
5652	PRSS8	1
56952	PRTFDC1	2
5657	PRTN3	3
58497	PRUNE1	2
84293	PRXL2A	3
195827	PRXL2C	1
38175	PSA	2
5660	PSAP	3
29968	PSAT1	3
8000	PSCA	2
23362	PSD3	1
23550	PSD4	1
5663	PSEN1	5
5664	PSEN2	5
5680	PSG11	1
5672	PSG4	1
5675	PSG6	1
11168	PSIP1	5
5682	PSMA1	7
5683	PSMA2	6
5684	PSMA3	4
5685	PSMA4	4
5686	PSMA5	7
5687	PSMA6	3
5688	PSMA7	4
5689	PSMB1	4
5699	PSMB10	2
5690	PSMB2	2
5691	PSMB3	4
5692	PSMB4	5
5693	PSMB5	7
5694	PSMB6	3
5695	PSMB7	4
5696	PSMB8	4
5698	PSMB9	2
5700	PSMC1	2
5701	PSMC2	4
5702	PSMC3	5
5704	PSMC4	4
5705	PSMC5	1
5706	PSMC6	2
5707	PSMD1	3
5716	PSMD10	2
5717	PSMD11	4
5718	PSMD12	3
5719	PSMD13	1
10213	PSMD14	2
5708	PSMD2	2
5709	PSMD3	2
5710	PSMD4	5
5711	PSMD5	2
9861	PSMD6	1
5713	PSMD7	3
5714	PSMD8	1
5715	PSMD9	2
5720	PSME1	4
5721	PSME2	2
10197	PSME3	4
23198	PSME4	4
9491	PSMF1	2
8624	PSMG1	2
56984	PSMG2	1
84262	PSMG3	1
389362	PSMG4	2
55269	PSPC1	6
5723	PSPH	3
84722	PSRC1	1
5724	PTAFR	2
5725	PTBP1	3
9991	PTBP3	3
55037	PTCD3	3
5727	PTCH1	5
8643	PTCH2	1
9791	PTDSS1	3
81490	PTDSS2	1
5728	PTEN	47
9317	PTER	2
5729	PTGDR	4
11251	PTGDR2	2
5730	PTGDS	6
5731	PTGER1	3
5732	PTGER2	8
5733	PTGER3	3
5734	PTGER4	4
9536	PTGES	13
80142	PTGES2	4
10728	PTGES3	4
100885850	PTGES3L-AARSD1	1
5737	PTGFR	1
5738	PTGFRN	1
5739	PTGIR	4
22949	PTGR1	8
145482	PTGR2	2
284273	PTGR3	1
5742	PTGS1	19
5743	PTGS2	130
5741	PTH	9
5744	PTHLH	8
5747	PTK2	43
2185	PTK2B	10
5753	PTK6	1
5754	PTK7	1
5757	PTMA	5
5763	PTMS	3
5764	PTN	1
53635	PTOV1	2
7803	PTP4A1	1
8073	PTP4A2	1
5524	PTPA	2
138639	PTPDC1	1
114971	PTPMT1	1
5770	PTPN1	12
5781	PTPN11	3
5782	PTPN12	4
5783	PTPN13	2
5784	PTPN14	1
26469	PTPN18	1
5771	PTPN2	2
11099	PTPN21	1
25930	PTPN23	4
5774	PTPN3	4
5775	PTPN4	1
5777	PTPN6	7
5780	PTPN9	2
5786	PTPRA	2
5788	PTPRC	3
5789	PTPRD	1
5791	PTPRE	1
5792	PTPRF	3
5793	PTPRG	2
5795	PTPRJ	1
5796	PTPRK	6
5797	PTPRM	1
5798	PTPRN	1
5800	PTPRO	1
10076	PTPRU	1
138428	PTRH1	1
51651	PTRH2	2
391356	PTRHD1	1
5805	PTS	2
9232	PTTG1	5
754	PTTG1IP	2
10744	PTTG2	1
5806	PTX3	7
8226	PUDP	2
22827	PUF60	3
9698	PUM1	4
23369	PUM2	3
9933	PUM3	1
5813	PURA	2
5814	PURB	4
80324	PUS1	2
83480	PUS3	1
54517	PUS7	2
83448	PUS7L	1
5816	PVALB	1
5817	PVR	1
11137	PWP1	2
5822	PWP2	2
114825	PWWP2A	2
170394	PWWP2B	1
7837	PXDN	4
5829	PXN	13
92370	PXYLP1	1
29108	PYCARD	15
5831	PYCR1	5
29920	PYCR2	5
65263	PYCR3	1
5834	PYGB	5
5836	PYGL	2
5837	PYGM	3
90780	PYGO2	2
84305	PYM1	4
79912	PYROXD1	1
5697	PYY	1
5858	PZP	2
5859	QARS1	2
5860	QDPR	2
9444	QKI	4
84267	QNG1	1
23475	QPRT	1
84109	QRFPR	1
54870	QRICH1	3
79832	QSER1	2
5768	QSOX1	2
169714	QSOX2	3
81890	QTRT1	2
79691	QTRT2	2
27291	R3HCC1L	1
23518	R3HDM1	2
22864	R3HDM2	1
10890	RAB10	2
8766	RAB11A	2
9230	RAB11B	4
80223	RAB11FIP1	7
22841	RAB11FIP2	2
9727	RAB11FIP3	1
26056	RAB11FIP5	3
201475	RAB12	2
5872	RAB13	2
51552	RAB14	2
376267	RAB15	2
64284	RAB17	3
22931	RAB18	4
5861	RAB1A	4
81876	RAB1B	3
441400	RAB1C	1
55647	RAB20	3
23011	RAB21	3
53917	RAB24	2
57111	RAB25	1
5873	RAB27A	2
5874	RAB27B	1
5862	RAB2A	5
84932	RAB2B	4
11031	RAB31	2
10981	RAB32	3
83452	RAB33B	1
83871	RAB34	1
11021	RAB35	2
116442	RAB39B	1
5864	RAB3A	1
5865	RAB3B	3
9545	RAB3D	2
22930	RAB3GAP1	3
25782	RAB3GAP2	3
5866	RAB3IL1	1
117177	RAB3IP	2
10966	RAB40B	4
115273	RAB42	2
339122	RAB43	1
5867	RAB4A	3
5868	RAB5A	5
5869	RAB5B	2
5878	RAB5C	4
5870	RAB6A	3
51560	RAB6B	2
84084	RAB6C	2
150786	RAB6D	1
7879	RAB7A	2
4218	RAB8A	3
51762	RAB8B	1
9367	RAB9A	4
9135	RABEP1	4
79874	RABEP2	1
10244	RABEPK	1
23637	RABGAP1	3
9910	RABGAP1L	1
27342	RABGEF1	2
5875	RABGGTA	1
5876	RABGGTB	1
5877	RABIF	1
285282	RABL3	1
55684	RABL6	4
5879	RAC1	20
5880	RAC2	5
5881	RAC3	4
29127	RACGAP1	5
10399	RACK1	14
5884	RAD17	2
56852	RAD18	2
5885	RAD21	5
5886	RAD23A	4
5887	RAD23B	10
10111	RAD50	8
5888	RAD51	9
10635	RAD51AP1	1
5889	RAD51C	1
5893	RAD52	1
8438	RAD54L	1
5883	RAD9A	2
8480	RAE1	2
154064	RAET1L	1
5894	RAF1	25
10743	RAI1	2
26064	RAI14	4
5898	RALA	3
5899	RALB	3
10928	RALBP1	7
253959	RALGAPA1	2
57186	RALGAPA2	1
57148	RALGAPB	3
9649	RALGPS1	1
55103	RALGPS2	3
22913	RALY	6
10267	RAMP1	1
5901	RAN	5
5902	RANBP1	6
57610	RANBP10	2
5903	RANBP2	3
8498	RANBP3	4
26953	RANBP6	2
10048	RANBP9	3
5905	RANGAP1	5
5906	RAP1A	14
5908	RAP1B	4
643752	RAP1BL	1
5909	RAP1GAP	2
23108	RAP1GAP2	2
5910	RAP1GDS1	3
5911	RAP2A	1
5912	RAP2B	1
57826	RAP2C	2
9693	RAPGEF2	3
10411	RAPGEF3	1
51735	RAPGEF6	3
65059	RAPH1	2
31543	RAPTOR	4
5914	RARA	13
5915	RARB	9
5916	RARG	5
5919	RARRES2	1
5917	RARS1	2
5921	RASA1	3
22821	RASA3	1
9462	RASAL2	3
64926	RASAL3	1
5924	RASGRF2	1
54922	RASIP1	2
11186	RASSF1	6
83937	RASSF4	1
83593	RASSF5	1
8045	RASSF7	2
11228	RASSF8	1
125950	RAVER1	2
31381	RB	1
5925	RB1	72
9821	RB1CC1	2
5928	RBBP4	5
5929	RBBP5	5
5930	RBBP6	2
5931	RBBP7	5
5932	RBBP8	3
140893	RBBP8NL	1
10741	RBBP9	1
10616	RBCK1	2
23543	RBFOX2	3
146713	RBFOX3	3
5933	RBL1	4
5934	RBL2	8
8241	RBM10	5
10137	RBM12	2
389677	RBM12B	3
10432	RBM14	3
64783	RBM15	4
29890	RBM15B	4
84991	RBM17	11
55696	RBM22	1
58517	RBM25	3
64062	RBM26	4
5935	RBM3	3
155435	RBM33	2
23029	RBM34	1
55544	RBM38	1
9584	RBM39	3
5936	RBM4	4
79171	RBM42	2
54502	RBM47	3
83759	RBM4B	3
10181	RBM5	3
10180	RBM6	2
10179	RBM7	2
9939	RBM8A	5
5937	RBMS1	3
5939	RBMS2	1
27316	RBMX	5
51634	RBMX2	1
494115	RBMXL1	1
139804	RBMXL3	1
5947	RBP1	6
5948	RBP2	1
5950	RBP4	7
3516	RBPJ	2
64145	RBSN	2
9978	RBX1	2
149041	RC3H1	3
54542	RC3H2	3
1827	RCAN1	4
1104	RCC1	2
81554	RCC1L	1
55920	RCC2	2
25898	RCHY1	2
10171	RCL1	1
5954	RCN1	6
5955	RCN2	2
57333	RCN3	3
23186	RCOR1	4
283248	RCOR2	2
55758	RCOR3	2
157506	RDH10	3
51109	RDH11	3
145226	RDH12	1
112724	RDH13	1
57665	RDH14	1
5962	RDX	3
8434	RECK	6
5965	RECQL	2
9400	RECQL5	2
221035	REEP3	3
80346	REEP4	1
7905	REEP5	3
92840	REEP6	1
83998	REG4	1
5966	REL	15
5970	RELA	201
5971	RELB	4
57614	RELCH	3
768211	RELL1	1
5649	RELN	1
28954	REM1	2
5972	REN	78
387849	REP15	1
85021	REPS1	4
11079	RER1	4
473	RERE	4
79785	RERGL	1
55196	RESF1	1
5978	REST	4
5979	RET	5
56729	RETN	6
79137	RETREG2	3
162427	RETREG3	4
54884	RETSAT	1
51455	REV1	1
5980	REV3L	3
57455	REXO1	1
254958	REXO1L1P	1
25996	REXO2	1
57109	REXO4	2
5981	RFC1	4
5982	RFC2	4
5983	RFC3	5
5984	RFC4	1
5985	RFC5	4
117584	RFFL	2
55312	RFK	5
359845	RFLNB	2
91869	RFT1	1
23180	RFTN1	4
55159	RFWD3	1
5989	RFX1	1
5991	RFX3	1
5993	RFX5	1
64864	RFX7	2
5994	RFXAP	1
5863	RGL2	1
57139	RGL3	1
9104	RGN	4
400966	RGPD1	1
653489	RGPD3	3
84220	RGPD5	1
6001	RGS10	2
8786	RGS11	1
6002	RGS12	1
6003	RGS13	1
10636	RGS14	1
26575	RGS17	1
10287	RGS19	1
5998	RGS3	3
5999	RGS4	4
57414	RHBDD2	1
64285	RHBDF1	1
79651	RHBDF2	2
54933	RHBDL2	1
6009	RHEB	4
83695	RHNO1	1
6010	RHO	3
387	RHOA	24
388	RHOB	7
389	RHOC	2
29984	RHOD	1
54509	RHOF	1
391	RHOG	2
55288	RHOT1	2
89941	RHOT2	2
85415	RHPN2	1
646090	RHPN2P1	1
57589	RIC1	1
79608	RIC3	1
60626	RIC8A	4
253260	RICTOR	5
55183	RIF1	3
23586	RIGI	3
85376	RIMBP3	1
285636	RIMOC1	1
9610	RIN1	4
79890	RIN3	1
6015	RING1	4
126432	RINL	1
83732	RIOK1	1
55781	RIOK2	1
8780	RIOK3	1
79697	RIOX1	1
8737	RIPK1	12
8767	RIPK2	3
11035	RIPK3	7
79567	RIPOR1	1
6016	RIT1	1
6018	RLF	1
29919	RMC1	1
51115	RMDN1	2
55177	RMDN3	3
80010	RMI1	2
116028	RMI2	1
64795	RMND5A	2
6035	RNASE1	1
6036	RNASE2	1
6037	RNASE3	4
6038	RNASE4	1
246243	RNASEH1	2
10535	RNASEH2A	1
84153	RNASEH2C	1
6041	RNASEL	1
8635	RNASET2	4
7737	RNF113A	2
63891	RNF123	1
55658	RNF126	1
376412	RNF126P1	1
84282	RNF135	1
9604	RNF14	1
9781	RNF144A	1
255488	RNF144B	1
81847	RNF146	1
115992	RNF166	1
165918	RNF168	1
254225	RNF169	1
81790	RNF170	1
127544	RNF19B	1
6045	RNF2	3
56254	RNF20	4
727800	RNF208	1
57674	RNF213	4
257160	RNF214	4
55182	RNF220	2
64320	RNF25	1
55072	RNF31	1
80196	RNF34	3
6047	RNF4	2
9810	RNF40	4
54894	RNF43	2
9616	RNF7	2
9025	RNF8	2
84900	RNFT2	1
6050	RNH1	8
8731	RNMT	2
55599	RNPC3	2
6051	RNPEP	3
10921	RNPS1	1
4549	RNR1	1
6738	RO60	1
6091	ROBO1	3
64221	ROBO3	1
6093	ROCK1	19
9475	ROCK2	10
140823	ROMO1	2
54763	ROPN1	1
6096	RORB	1
6097	RORC	2
6098	ROS1	1
6101	RP1	1
94137	RP1L1	1
6102	RP2	2
6100	RP9	1
6117	RPA1	4
6118	RPA2	2
6119	RPA3	4
26015	RPAP1	3
79657	RPAP3	3
6120	RPE	1
6121	RPE65	2
84154	RPF2	3
6103	RPGR	3
22934	RPIA	2
6134	RPL10	3
4736	RPL10A	5
6135	RPL11	3
6136	RPL12	4
6137	RPL13	7
23521	RPL13A	4
645683	RPL13AP3	1
9045	RPL14	4
6138	RPL15	5
6139	RPL17	6
6141	RPL18	6
6142	RPL18A	5
392979	RPL18P4	1
6143	RPL19	6
6144	RPL21	4
6146	RPL22	4
200916	RPL22L1	2
9349	RPL23	4
6147	RPL23A	5
130773	RPL23AP37	1
6152	RPL24	5
6154	RPL26	4
51121	RPL26L1	2
6155	RPL27	2
6157	RPL27A	5
6158	RPL28	4
6159	RPL29	5
6122	RPL3	6
6156	RPL30	7
6160	RPL31	3
6161	RPL32	3
6164	RPL34	4
11224	RPL35	3
6165	RPL35A	4
25873	RPL36	6
6173	RPL36A	3
6166	RPL36AL	1
6167	RPL37	2
6168	RPL37A	1
6169	RPL38	3
553117	RPL39P5	1
6124	RPL4	6
6125	RPL5	4
6128	RPL6	8
6129	RPL7	5
6130	RPL7A	6
285855	RPL7L1	1
6132	RPL8	5
6133	RPL9	3
6175	RPLP0	7
220717	RPLP0P6	2
6176	RPLP1	2
6181	RPLP2	5
6184	RPN1	3
6185	RPN2	3
10556	RPP30	1
10557	RPP38	1
10799	RPP40	1
55197	RPRD1A	3
58490	RPRD1B	5
23248	RPRD2	3
6204	RPS10	2
100529239	RPS10-NUDT3	1
6205	RPS11	4
6206	RPS12	6
6207	RPS13	4
6208	RPS14	4
6209	RPS15	3
6210	RPS15A	2
6217	RPS16	5
6218	RPS17	4
6222	RPS18	6
6223	RPS19	5
6187	RPS2	6
6224	RPS20	6
6227	RPS21	4
6228	RPS23	3
6229	RPS24	3
6230	RPS25	5
6231	RPS26	5
393715	RPS26L	2
6232	RPS27	7
6233	RPS27A	4
51065	RPS27L	6
6234	RPS28	6
6235	RPS29	5
6188	RPS3	6
6189	RPS3A	6
6191	RPS4X	4
140032	RPS4Y2	1
6193	RPS5	3
6194	RPS6	39
6195	RPS6KA1	8
6196	RPS6KA2	3
6197	RPS6KA3	6
8986	RPS6KA4	2
9252	RPS6KA5	8
6198	RPS6KB1	48
6199	RPS6KB2	6
26750	RPS6KC1	2
6201	RPS7	2
6202	RPS8	3
6203	RPS9	6
3921	RPSA	8
175925	RPT-3	1
57521	RPTOR	10
27079	RPUSD2	1
285367	RPUSD3	1
64121	RRAGC	1
58528	RRAGD	1
6237	RRAS	4
22800	RRAS2	4
6238	RRBP1	7
6239	RREB1	2
6240	RRM1	5
6241	RRM2	6
50484	RRM2B	5
54700	RRN3	2
8568	RRP1	2
23223	RRP12	3
51018	RRP15	3
23076	RRP1B	4
27341	RRP7A	1
23378	RRP8	2
9136	RRP9	3
23212	RRS1	2
6247	RS1	1
222194	RSBN1L	1
51773	RSF1	4
26156	RSL1D1	4
51187	RSL24D1	1
65117	RSRC2	2
6251	RSU1	2
8634	RTCA	1
51493	RTCB	3
51750	RTEL1	2
51507	RTF2	2
6242	RTKN	4
8933	RTL8C	2
57529	RTL9	1
6252	RTN1	1
10313	RTN3	3
57142	RTN4	3
84816	RTN4IP1	1
51637	RTRAF	3
25914	RTTN	1
80230	RUFY1	2
146923	RUNDC1	1
154661	RUNDC3B	1
861	RUNX1	3
860	RUNX2	6
864	RUNX3	4
64755	RUSF1	1
8607	RUVBL1	6
10856	RUVBL2	6
6256	RXRA	37
6257	RXRB	8
6258	RXRG	5
10329	RXYLT1	1
23429	RYBP	1
6261	RYR1	6
6262	RYR2	5
6263	RYR3	2
6271	S100A1	2
6281	S100A10	6
6282	S100A11	5
6284	S100A13	8
57402	S100A14	1
140576	S100A16	2
6273	S100A2	7
6274	S100A3	2
6275	S100A4	16
6277	S100A6	6
6278	S100A7	1
645922	S100A7L2	1
6279	S100A8	10
6280	S100A9	9
6285	S100B	7
6286	S100P	7
1901	S1PR1	1
38654	S6K	2
6288	SAA1	1
6291	SAA4	1
29901	SAC3D1	1
22908	SACM1L	1
26278	SACS	2
10055	SAE1	3
6294	SAFB	3
9667	SAFB2	4
6299	SALL1	2
6297	SALL2	1
27164	SALL3	1
57167	SALL4	2
90378	SAMD1	1
23034	SAMD4A	2
55095	SAMD4B	3
219285	SAMD9L	1
25939	SAMHD1	4
25813	SAMM50	1
64092	SAMSN1	1
79595	SAP130	2
10284	SAP18	1
8819	SAP30	1
29115	SAP30BP	5
56681	SAR1A	3
51128	SAR1B	1
84324	SARNP	4
20226	SARS	1
6301	SARS1	2
54938	SARS2	1
9092	SART1	3
9733	SART3	4
23328	SASH1	2
163786	SASS6	1
6303	SAT1	3
112483	SAT2	1
6304	SATB1	2
23314	SATB2	3
51119	SBDS	4
6305	SBF1	1
81846	SBF2	2
100130827	SBK3	1
55206	SBNO1	2
374897	SBSN	2
58506	SCAF1	3
9169	SCAF11	3
57466	SCAF4	2
22828	SCAF8	2
9522	SCAMP1	3
10066	SCAMP2	1
10067	SCAMP3	3
113178	SCAMP4	2
192683	SCAMP5	1
51282	SCAND1	2
22937	SCAP	1
49855	SCAPER	1
949	SCARB1	9
950	SCARB2	5
51097	SCCPDH	3
6319	SCD	10
20249	SCD1	2
79966	SCD5	1
23256	SCFD1	4
152579	SCFD2	1
7857	SCG2	2
6447	SCG5	1
7356	SCGB1A1	3
10590	SCGN	2
85477	SCIN	4
51540	SCLY	1
10389	SCML2	1
6336	SCN10A	1
6323	SCN1A	3
6324	SCN1B	2
6326	SCN2A	3
6327	SCN2B	1
6328	SCN3A	3
6329	SCN4A	2
6331	SCN5A	13
6334	SCN8A	1
6335	SCN9A	4
6337	SCNN1A	6
6338	SCNN1B	5
6339	SCNN1D	1
6340	SCNN1G	6
6341	SCO1	3
9997	SCO2	7
60592	SCOC	1
6342	SCP2	4
59342	SCPEP1	2
23513	SCRIB	7
9805	SCRN1	2
90507	SCRN2	2
6343	SCT	5
57410	SCYL1	3
55681	SCYL2	1
6382	SDC1	4
6383	SDC2	1
6385	SDC4	2
6386	SDCBP	3
27111	SDCBP2	1
163859	SDE2	1
6388	SDF2	1
51150	SDF4	3
6389	SDHA	8
6390	SDHB	6
6391	SDHC	3
195814	SDR16C5	2
113675	SDSL	1
23478	SEC11A	2
6396	SEC13	5
6397	SEC14L1	2
23541	SEC14L2	1
9919	SEC16A	4
89866	SEC16B	1
26984	SEC22A	1
9554	SEC22B	3
10484	SEC23A	3
10483	SEC23B	3
11196	SEC23IP	3
10802	SEC24A	2
10427	SEC24B	2
9632	SEC24C	3
9871	SEC24D	4
22872	SEC31A	6
29927	SEC61A1	4
10952	SEC61B	4
23480	SEC61G	1
7095	SEC62	1
11231	SEC63	3
79048	SECISBP2	1
9728	SECISBP2L	2
81929	SEH1L	2
181043	SEK-1	1
6400	SEL1L	1
6401	SELE	42
8991	SELENBP1	4
9403	SELENOF	2
280636	SELENOH	1
140606	SELENOM	2
57190	SELENON	1
6414	SELENOP	6
55829	SELENOS	1
51714	SELENOT	1
6402	SELL	25
6403	SELP	17
10371	SEMA3A	1
7869	SEMA3B	3
10512	SEMA3C	1
6405	SEMA3F	4
10509	SEMA4B	2
57715	SEMA4G	1
57556	SEMA6A	3
10501	SEMA6B	4
6406	SEMG1	4
6407	SEMG2	1
29843	SENP1	5
26168	SENP3	2
205564	SENP5	1
26054	SENP6	2
22929	SEPHS1	5
22928	SEPHS2	3
151011	SEPTIN10	2
55752	SEPTIN11	1
346288	SEPTIN14	1
4735	SEPTIN2	3
55964	SEPTIN3	2
5414	SEPTIN4	1
5413	SEPTIN5	1
23157	SEPTIN6	2
989	SEPTIN7	2
23176	SEPTIN8	1
10801	SEPTIN9	3
26135	SERBP1	5
57515	SERINC1	3
10955	SERINC3	1
256987	SERINC5	1
5265	SERPINA1	9
51156	SERPINA10	2
12	SERPINA3	5
5267	SERPINA4	2
5104	SERPINA5	3
866	SERPINA6	5
6906	SERPINA7	5
1992	SERPINB1	8
5055	SERPINB2	6
6317	SERPINB3	1
6318	SERPINB4	3
5268	SERPINB5	6
5269	SERPINB6	2
8710	SERPINB7	1
5271	SERPINB8	1
5272	SERPINB9	2
462	SERPINC1	17
3053	SERPIND1	3
5054	SERPINE1	36
5270	SERPINE2	3
5176	SERPINF1	3
5345	SERPINF2	5
710	SERPING1	3
871	SERPINH1	7
9792	SERTAD2	1
574036	SERTAD4-AS1	1
27244	SESN1	3
83667	SESN2	10
6418	SET	8
9739	SETD1A	2
23067	SETD1B	1
29072	SETD2	3
84193	SETD3	2
55209	SETD5	2
80854	SETD7	2
9869	SETDB1	2
6419	SETMAR	1
23064	SETX	3
26470	SEZ6L2	2
7536	SF1	4
10291	SF3A1	4
8175	SF3A2	4
10946	SF3A3	2
23451	SF3B1	5
10992	SF3B2	4
23450	SF3B3	3
10262	SF3B4	2
83443	SF3B5	1
51639	SF3B6	1
51460	SFMBT1	2
2810	SFN	15
6421	SFPQ	9
6422	SFRP1	2
6423	SFRP2	4
6424	SFRP4	3
6425	SFRP5	1
6433	SFSWAP	3
113402	SFT2D1	1
653509	SFTPA1	4
729238	SFTPA2	3
6439	SFTPB	3
6440	SFTPC	1
6441	SFTPD	1
94081	SFXN1	3
118980	SFXN2	1
81855	SFXN3	3
119559	SFXN4	1
6444	SGCD	1
8910	SGCE	3
6446	SGK1	4
10110	SGK2	3
23678	SGK3	3
259230	SGMS1	1
151246	SGO2	2
8879	SGPL1	1
81537	SGPP1	1
6448	SGSH	2
27352	SGSM3	1
6449	SGTA	4
54557	SGTB	3
25970	SH2B1	2
10019	SH2B3	1
9047	SH2D2A	1
10045	SH2D3A	3
63898	SH2D4A	1
400745	SH2D5	1
6451	SH3BGRL	2
83442	SH3BGRL3	4
23616	SH3BP1	2
23677	SH3BP4	1
9467	SH3BP5	1
80851	SH3BP5L	1
152503	SH3D19	2
79729	SH3D21	1
6455	SH3GL1	4
6456	SH3GL2	2
51100	SH3GLB1	3
56904	SH3GLB2	4
30011	SH3KBP1	5
9644	SH3PXD2A	1
285590	SH3PXD2B	3
57630	SH3RF1	2
26751	SH3YL1	1
22941	SHANK2	1
81858	SHARPIN	1
6461	SHB	1
6462	SHBG	20
6464	SHC1	14
79801	SHCBP1	1
6469	SHH	13
149840	SHLD1	1
112441434	SHLD3	1
6470	SHMT1	3
6472	SHMT2	3
8036	SHOC2	2
23729	SHPK	2
257218	SHPRH	2
134549	SHROOM1	3
357	SHROOM2	1
57619	SHROOM3	1
57698	SHTN1	4
6476	SI	2
54414	SIAE	1
6478	SIAH2	2
59307	SIGIRR	1
6614	SIGLEC1	1
10280	SIGMAR1	3
150094	SIK1	1
23235	SIK2	2
64374	SIL1	1
6493	SIM2	1
25942	SIN3A	8
23309	SIN3B	1
58516	SINHCAF	1
6494	SIPA1	3
26037	SIPA1L1	2
57568	SIPA1L2	1
23094	SIPA1L3	2
140885	SIRPA	2
23411	SIRT1	54
22933	SIRT2	8
23410	SIRT3	11
23408	SIRT5	1
51548	SIRT6	3
27240	SIT1	1
10572	SIVA1	1
6495	SIX1	2
51804	SIX4	2
221150	SKA3	1
8631	SKAP1	1
6497	SKI	1
6499	SKIC2	2
80349	SKIC8	3
6498	SKIL	4
421171	SKIV2L	1
6500	SKP1	4
6502	SKP2	13
84174	SLA2	1
