Cluster	Pairwise_similarities
1	0.333333333333333;0.409090909090909;0.3;0.4;0.333333333333333;0.434782608695652;0.333333333333333;0.266666666666667;0.347826086956522;0.25;0.473684210526316;0.454545454545455;0.4375;0.3;0.697674418604651;0.521739130434783;0.375;0.303030303030303;0.217391304347826;0.458333333333333;0.526315789473684;0.681818181818182;0.4;0.454545454545455;0.409090909090909;0.636363636363636;0.363636363636364;0.409090909090909;0.545454545454545;0.473684210526316;0.3;0.40625;0.347826086956522;0.458333333333333;0.3125;0.304347826086957;0.541666666666667;0.421052631578947;0.3;0.3;0.3;0.3;0.4;0.3;0.2;0.521739130434783;0.375;0.333333333333333;0.217391304347826;0.333333333333333;0.526315789473684;0.391304347826087;0.521739130434783;0.391304347826087;0.304347826086957;0.421052631578947;0.333333333333333;0.304347826086957;0.333333333333333;0.473684210526316;0.260869565217391;0.291666666666667;0.368421052631579;0.217391304347826;0.315789473684211;0.315789473684211
