Cluster_label	Cluster	Pairwise_similarities
1	1	0.223;0.006;0.099;0.079;0.142;0.047;0.223;0.355;0.006;0.099;0.079;0.142;0.047;0.223;0.099;0.004;0.006;0.006;0.006;0.006;0.006;0.077;0.032;0.077;0.099;0.099;0.079;0.2;0.057;0.089;0.006;0.057;0.032;0.038;0.089;0.099
