Cluster_label	Cluster	Pairwise_similarities
1	1	0.065;0.071;0.073;0.044;0.065;0.073;0.073;0.141;0.089;0.089;0.044;0.073;0.067;0.067;0.07;0.114;0.044;0.075;0.071;0.071;0.075;0.044;0.073;0.073;0.073;0.077;0.044;0.044;0.044;0.045;0.067;0.067;0.07;0.073;0.093;0.179
